Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Attention backend: flash (cuda capability 9.0)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 29189ms | tok/sec: 17,961 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854702 | lrm: 1.00 | dt: 310ms | tok/sec: 1,693,339 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.442314 | lrm: 1.00 | dt: 310ms | tok/sec: 1,690,388 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.971717 | lrm: 1.00 | dt: 318ms | tok/sec: 1,649,287 | mfu: 39.8% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.578777 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,451 | mfu: 38.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.248864 | lrm: 1.00 | dt: 312ms | tok/sec: 1,683,065 | mfu: 40.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.998102 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,276 | mfu: 39.8% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.787111 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,796 | mfu: 39.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.607023 | lrm: 1.00 | dt: 315ms | tok/sec: 1,665,311 | mfu: 40.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.455187 | lrm: 1.00 | dt: 317ms | tok/sec: 1,653,292 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.325421 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,416 | mfu: 38.9% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.217121 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,326 | mfu: 39.7% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.120767 | lrm: 1.00 | dt: 315ms | tok/sec: 1,665,974 | mfu: 40.3% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.034927 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,405 | mfu: 38.9% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 5.962800 | lrm: 1.00 | dt: 318ms | tok/sec: 1,650,484 | mfu: 39.9% | epoch: 1 | remaining: 299s    
step 00015 (0.4%) | loss: 5.898189 | lrm: 1.00 | dt: 317ms | tok/sec: 1,655,023 | mfu: 40.0% | epoch: 1 | remaining: 298s    
step 00071 (6.4%) | loss: 4.250077 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,735 | mfu: 39.7% | epoch: 1 | remaining: 280s    
step 00072 (6.5%) | loss: 4.225875 | lrm: 1.00 | dt: 318ms | tok/sec: 1,647,857 | mfu: 39.8% | epoch: 1 | remaining: 280s    
step 00073 (6.6%) | loss: 4.200019 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,279 | mfu: 39.5% | epoch: 1 | remaining: 280s    
step 00074 (6.7%) | loss: 4.176672 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,281 | mfu: 39.7% | epoch: 1 | remaining: 280s    
step 00075 (6.8%) | loss: 4.158800 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,316 | mfu: 39.5% | epoch: 1 | remaining: 279s    
step 00076 (6.9%) | loss: 4.140689 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,019 | mfu: 39.6% | epoch: 1 | remaining: 279s    
step 00077 (7.0%) | loss: 4.124061 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,417 | mfu: 39.5% | epoch: 1 | remaining: 279s    
step 00078 (7.1%) | loss: 4.100870 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,619 | mfu: 39.8% | epoch: 1 | remaining: 278s    
step 00079 (7.3%) | loss: 4.082171 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,666 | mfu: 39.6% | epoch: 1 | remaining: 278s    
step 00080 (7.4%) | loss: 4.062096 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,565 | mfu: 39.3% | epoch: 1 | remaining: 278s    
step 00081 (7.5%) | loss: 4.040699 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,651 | mfu: 39.5% | epoch: 1 | remaining: 277s    
step 00082 (7.6%) | loss: 4.021751 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,059 | mfu: 39.7% | epoch: 1 | remaining: 277s    
step 00083 (7.7%) | loss: 4.003486 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,254 | mfu: 39.5% | epoch: 1 | remaining: 277s    
step 00084 (7.8%) | loss: 3.986787 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,596 | mfu: 39.8% | epoch: 1 | remaining: 276s    
step 00085 (7.9%) | loss: 3.974312 | lrm: 1.00 | dt: 321ms | tok/sec: 1,630,952 | mfu: 39.4% | epoch: 1 | remaining: 276s    
step 00086 (8.0%) | loss: 3.958668 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,970 | mfu: 39.3% | epoch: 1 | remaining: 276s    
step 00087 (8.1%) | loss: 3.941864 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,990 | mfu: 39.6% | epoch: 1 | remaining: 275s    
step 00088 (8.2%) | loss: 3.923447 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,218 | mfu: 39.6% | epoch: 1 | remaining: 275s    
step 00089 (8.3%) | loss: 3.904515 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,833 | mfu: 39.4% | epoch: 1 | remaining: 275s    
step 00090 (8.4%) | loss: 3.891856 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,769 | mfu: 39.4% | epoch: 1 | remaining: 274s    
step 00091 (8.5%) | loss: 3.877294 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,965 | mfu: 39.6% | epoch: 1 | remaining: 274s    
step 00092 (8.6%) | loss: 3.861625 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,488 | mfu: 39.5% | epoch: 1 | remaining: 274s    
step 00093 (8.7%) | loss: 3.850765 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,823 | mfu: 39.4% | epoch: 1 | remaining: 273s    
step 00094 (8.9%) | loss: 3.837192 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,356 | mfu: 39.6% | epoch: 1 | remaining: 273s    
step 00095 (9.0%) | loss: 3.826789 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,229 | mfu: 39.2% | epoch: 1 | remaining: 273s    
step 00096 (9.1%) | loss: 3.819430 | lrm: 1.00 | dt: 323ms | tok/sec: 1,620,714 | mfu: 39.2% | epoch: 1 | remaining: 272s    
step 00097 (9.2%) | loss: 3.805233 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,887 | mfu: 39.6% | epoch: 1 | remaining: 272s    
step 00098 (9.3%) | loss: 3.795690 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,632 | mfu: 39.3% | epoch: 1 | remaining: 272s    
step 00099 (9.4%) | loss: 3.782861 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,712 | mfu: 39.6% | epoch: 1 | remaining: 272s    
step 00100 (9.5%) | loss: 3.772224 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,987 | mfu: 39.6% | epoch: 1 | remaining: 271s    
step 00101 (9.6%) | loss: 3.757302 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,079 | mfu: 39.6% | epoch: 1 | remaining: 271s    
step 00102 (9.7%) | loss: 3.745661 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,621 | mfu: 39.6% | epoch: 1 | remaining: 271s    
step 00103 (9.8%) | loss: 3.735249 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,352 | mfu: 39.7% | epoch: 1 | remaining: 270s    
step 00104 (9.9%) | loss: 3.718380 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,343 | mfu: 39.4% | epoch: 1 | remaining: 270s    
step 00105 (10.0%) | loss: 3.711484 | lrm: 1.00 | dt: 318ms | tok/sec: 1,649,395 | mfu: 39.9% | epoch: 1 | remaining: 270s    
step 00106 (10.1%) | loss: 3.704813 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,181 | mfu: 39.7% | epoch: 1 | remaining: 269s    
step 00107 (10.2%) | loss: 3.691568 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,031 | mfu: 39.3% | epoch: 1 | remaining: 269s    
step 00108 (10.4%) | loss: 3.685068 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,383 | mfu: 38.9% | epoch: 1 | remaining: 269s    
step 00109 (10.5%) | loss: 3.672049 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,283 | mfu: 39.6% | epoch: 1 | remaining: 268s    
step 00110 (10.6%) | loss: 3.665773 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,890 | mfu: 39.4% | epoch: 1 | remaining: 268s    
step 00111 (10.7%) | loss: 3.660343 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,196 | mfu: 39.2% | epoch: 1 | remaining: 268s    
step 00112 (10.8%) | loss: 3.654461 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,433 | mfu: 39.7% | epoch: 1 | remaining: 267s    
step 00113 (10.9%) | loss: 3.644487 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,569 | mfu: 39.3% | epoch: 1 | remaining: 267s    
step 00114 (11.0%) | loss: 3.633639 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,479 | mfu: 39.3% | epoch: 1 | remaining: 267s    
step 00115 (11.1%) | loss: 3.630066 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,706 | mfu: 39.7% | epoch: 1 | remaining: 266s    
step 00116 (11.2%) | loss: 3.622657 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,042 | mfu: 39.7% | epoch: 1 | remaining: 266s    
step 00117 (11.3%) | loss: 3.619250 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,845 | mfu: 39.4% | epoch: 1 | remaining: 266s    
step 00118 (11.4%) | loss: 3.615351 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,714 | mfu: 39.6% | epoch: 1 | remaining: 265s    
step 00119 (11.5%) | loss: 3.606899 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,395 | mfu: 39.5% | epoch: 1 | remaining: 265s    
step 00120 (11.6%) | loss: 3.601546 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,206 | mfu: 39.3% | epoch: 1 | remaining: 265s    
step 00121 (11.7%) | loss: 3.593157 | lrm: 1.00 | dt: 316ms | tok/sec: 1,659,016 | mfu: 40.1% | epoch: 1 | remaining: 264s    
step 00122 (11.8%) | loss: 3.581519 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,599 | mfu: 39.4% | epoch: 1 | remaining: 264s    
step 00123 (12.0%) | loss: 3.575673 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,264 | mfu: 39.6% | epoch: 1 | remaining: 264s    
step 00124 (12.1%) | loss: 3.573891 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,747 | mfu: 39.4% | epoch: 1 | remaining: 263s    
step 00125 (12.2%) | loss: 3.570781 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,017 | mfu: 39.7% | epoch: 1 | remaining: 263s    
step 00126 (12.3%) | loss: 3.564566 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,741 | mfu: 39.4% | epoch: 1 | remaining: 263s    
step 00127 (12.4%) | loss: 3.564193 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,256 | mfu: 39.5% | epoch: 1 | remaining: 263s    
step 00128 (12.5%) | loss: 3.558351 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,236 | mfu: 39.4% | epoch: 1 | remaining: 262s    
step 00129 (12.6%) | loss: 3.551142 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,756 | mfu: 39.8% | epoch: 1 | remaining: 262s    
step 00130 (12.7%) | loss: 3.545784 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,245 | mfu: 39.4% | epoch: 1 | remaining: 262s    
step 00131 (12.8%) | loss: 3.540311 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,033 | mfu: 39.5% | epoch: 1 | remaining: 261s    
step 00132 (12.9%) | loss: 3.535139 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,614 | mfu: 39.7% | epoch: 1 | remaining: 261s    
step 00133 (13.0%) | loss: 3.528291 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,653 | mfu: 39.6% | epoch: 1 | remaining: 261s    
step 00134 (13.1%) | loss: 3.522005 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,263 | mfu: 39.6% | epoch: 1 | remaining: 260s    
step 00135 (13.2%) | loss: 3.519556 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,382 | mfu: 39.6% | epoch: 1 | remaining: 260s    
step 00136 (13.3%) | loss: 3.512654 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,188 | mfu: 39.5% | epoch: 1 | remaining: 260s    
step 00137 (13.5%) | loss: 3.510636 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,603 | mfu: 39.4% | epoch: 1 | remaining: 259s    
step 00138 (13.6%) | loss: 3.501603 | lrm: 1.00 | dt: 317ms | tok/sec: 1,654,831 | mfu: 40.0% | epoch: 1 | remaining: 259s    
step 00139 (13.7%) | loss: 3.493326 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,309 | mfu: 39.8% | epoch: 1 | remaining: 259s    
step 00140 (13.8%) | loss: 3.488222 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,237 | mfu: 39.5% | epoch: 1 | remaining: 258s    
step 00141 (13.9%) | loss: 3.483443 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,577 | mfu: 39.3% | epoch: 1 | remaining: 258s    
step 00142 (14.0%) | loss: 3.481065 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,310 | mfu: 39.7% | epoch: 1 | remaining: 258s    
step 00143 (14.1%) | loss: 3.478257 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,684 | mfu: 39.6% | epoch: 1 | remaining: 257s    
step 00144 (14.2%) | loss: 3.472618 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,519 | mfu: 39.5% | epoch: 1 | remaining: 257s    
step 00145 (14.3%) | loss: 3.471712 | lrm: 1.00 | dt: 316ms | tok/sec: 1,657,568 | mfu: 40.0% | epoch: 1 | remaining: 257s    
step 00146 (14.4%) | loss: 3.471829 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,538 | mfu: 39.8% | epoch: 1 | remaining: 256s    
step 00147 (14.5%) | loss: 3.471440 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,407 | mfu: 39.3% | epoch: 1 | remaining: 256s    
step 00148 (14.6%) | loss: 3.470885 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,964 | mfu: 39.6% | epoch: 1 | remaining: 256s    
