Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Attention backend: flash (cuda capability 9.0)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 0
  lm_head                 : 4,194,304
  transformer_matrices    : 31,457,280
  scalars                 : 20
  total                   : 39,845,908
Estimated FLOPs per token: 2.956984e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 28549ms | tok/sec: 18,364 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854731 | lrm: 1.00 | dt: 376ms | tok/sec: 1,395,055 | mfu: 41.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.442918 | lrm: 1.00 | dt: 378ms | tok/sec: 1,385,937 | mfu: 41.4% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.971707 | lrm: 1.00 | dt: 401ms | tok/sec: 1,307,970 | mfu: 39.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.578961 | lrm: 1.00 | dt: 381ms | tok/sec: 1,377,351 | mfu: 41.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.249170 | lrm: 1.00 | dt: 391ms | tok/sec: 1,340,288 | mfu: 40.1% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.998689 | lrm: 1.00 | dt: 395ms | tok/sec: 1,327,533 | mfu: 39.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.788762 | lrm: 1.00 | dt: 383ms | tok/sec: 1,367,999 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.609281 | lrm: 1.00 | dt: 396ms | tok/sec: 1,323,048 | mfu: 39.5% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.457671 | lrm: 1.00 | dt: 389ms | tok/sec: 1,347,931 | mfu: 40.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.328010 | lrm: 1.00 | dt: 388ms | tok/sec: 1,349,886 | mfu: 40.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.220041 | lrm: 1.00 | dt: 395ms | tok/sec: 1,327,854 | mfu: 39.7% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.124039 | lrm: 1.00 | dt: 389ms | tok/sec: 1,346,709 | mfu: 40.2% | epoch: 1 | remaining: 299s    
step 00013 (0.3%) | loss: 6.038555 | lrm: 1.00 | dt: 396ms | tok/sec: 1,322,753 | mfu: 39.5% | epoch: 1 | remaining: 299s    
step 00014 (0.4%) | loss: 5.966470 | lrm: 1.00 | dt: 388ms | tok/sec: 1,349,642 | mfu: 40.3% | epoch: 1 | remaining: 298s    
step 00015 (0.5%) | loss: 5.901585 | lrm: 1.00 | dt: 389ms | tok/sec: 1,348,057 | mfu: 40.3% | epoch: 1 | remaining: 298s    
step 00036 (3.3%) | loss: 5.279472 | lrm: 1.00 | dt: 391ms | tok/sec: 1,339,219 | mfu: 40.0% | epoch: 1 | remaining: 290s    
step 00037 (3.4%) | loss: 5.262584 | lrm: 1.00 | dt: 396ms | tok/sec: 1,323,688 | mfu: 39.6% | epoch: 1 | remaining: 289s    
step 00038 (3.5%) | loss: 5.244795 | lrm: 1.00 | dt: 391ms | tok/sec: 1,340,370 | mfu: 40.1% | epoch: 1 | remaining: 289s    
step 00039 (3.7%) | loss: 5.225975 | lrm: 1.00 | dt: 391ms | tok/sec: 1,341,217 | mfu: 40.1% | epoch: 1 | remaining: 289s    
step 00040 (3.8%) | loss: 5.207268 | lrm: 1.00 | dt: 389ms | tok/sec: 1,346,118 | mfu: 40.2% | epoch: 1 | remaining: 288s    
step 00041 (3.9%) | loss: 5.190196 | lrm: 1.00 | dt: 392ms | tok/sec: 1,336,953 | mfu: 40.0% | epoch: 1 | remaining: 288s    
step 00042 (4.1%) | loss: 5.171970 | lrm: 1.00 | dt: 395ms | tok/sec: 1,326,000 | mfu: 39.6% | epoch: 1 | remaining: 287s    
step 00043 (4.2%) | loss: 5.152983 | lrm: 1.00 | dt: 391ms | tok/sec: 1,342,468 | mfu: 40.1% | epoch: 1 | remaining: 287s    
step 00044 (4.3%) | loss: 5.133647 | lrm: 1.00 | dt: 392ms | tok/sec: 1,336,343 | mfu: 39.9% | epoch: 1 | remaining: 287s    
step 00045 (4.4%) | loss: 5.114600 | lrm: 1.00 | dt: 394ms | tok/sec: 1,331,389 | mfu: 39.8% | epoch: 1 | remaining: 286s    
step 00046 (4.6%) | loss: 5.095790 | lrm: 1.00 | dt: 391ms | tok/sec: 1,342,503 | mfu: 40.1% | epoch: 1 | remaining: 286s    
step 00047 (4.7%) | loss: 5.071693 | lrm: 1.00 | dt: 391ms | tok/sec: 1,342,414 | mfu: 40.1% | epoch: 1 | remaining: 285s    
step 00048 (4.8%) | loss: 5.057258 | lrm: 1.00 | dt: 393ms | tok/sec: 1,333,534 | mfu: 39.9% | epoch: 1 | remaining: 285s    
step 00049 (5.0%) | loss: 5.035645 | lrm: 1.00 | dt: 389ms | tok/sec: 1,348,621 | mfu: 40.3% | epoch: 1 | remaining: 285s    
step 00050 (5.1%) | loss: 5.015121 | lrm: 1.00 | dt: 392ms | tok/sec: 1,336,750 | mfu: 39.9% | epoch: 1 | remaining: 284s    
step 00051 (5.2%) | loss: 4.997488 | lrm: 1.00 | dt: 391ms | tok/sec: 1,342,279 | mfu: 40.1% | epoch: 1 | remaining: 284s    
step 00052 (5.4%) | loss: 4.977709 | lrm: 1.00 | dt: 391ms | tok/sec: 1,340,179 | mfu: 40.0% | epoch: 1 | remaining: 284s    
step 00053 (5.5%) | loss: 4.957357 | lrm: 1.00 | dt: 390ms | tok/sec: 1,345,206 | mfu: 40.2% | epoch: 1 | remaining: 283s    
step 00054 (5.6%) | loss: 4.938610 | lrm: 1.00 | dt: 389ms | tok/sec: 1,347,524 | mfu: 40.3% | epoch: 1 | remaining: 283s    
step 00055 (5.7%) | loss: 4.922513 | lrm: 1.00 | dt: 394ms | tok/sec: 1,332,206 | mfu: 39.8% | epoch: 1 | remaining: 282s    
step 00056 (5.9%) | loss: 4.909326 | lrm: 1.00 | dt: 392ms | tok/sec: 1,338,300 | mfu: 40.0% | epoch: 1 | remaining: 282s    
step 00057 (6.0%) | loss: 4.893460 | lrm: 1.00 | dt: 392ms | tok/sec: 1,338,648 | mfu: 40.0% | epoch: 1 | remaining: 282s    
step 00058 (6.1%) | loss: 4.871159 | lrm: 1.00 | dt: 393ms | tok/sec: 1,335,276 | mfu: 39.9% | epoch: 1 | remaining: 281s    
step 00059 (6.3%) | loss: 4.855321 | lrm: 1.00 | dt: 390ms | tok/sec: 1,343,517 | mfu: 40.1% | epoch: 1 | remaining: 281s    
step 00060 (6.4%) | loss: 4.838346 | lrm: 1.00 | dt: 394ms | tok/sec: 1,330,102 | mfu: 39.7% | epoch: 1 | remaining: 280s    
step 00061 (6.5%) | loss: 4.818028 | lrm: 1.00 | dt: 391ms | tok/sec: 1,341,470 | mfu: 40.1% | epoch: 1 | remaining: 280s    
step 00062 (6.7%) | loss: 4.802642 | lrm: 1.00 | dt: 390ms | tok/sec: 1,343,316 | mfu: 40.1% | epoch: 1 | remaining: 280s    
step 00063 (6.8%) | loss: 4.784922 | lrm: 1.00 | dt: 395ms | tok/sec: 1,328,073 | mfu: 39.7% | epoch: 1 | remaining: 279s    
step 00064 (6.9%) | loss: 4.767741 | lrm: 1.00 | dt: 392ms | tok/sec: 1,338,328 | mfu: 40.0% | epoch: 1 | remaining: 279s    
step 00065 (7.1%) | loss: 4.746315 | lrm: 1.00 | dt: 391ms | tok/sec: 1,339,721 | mfu: 40.0% | epoch: 1 | remaining: 278s    
step 00066 (7.2%) | loss: 4.729638 | lrm: 1.00 | dt: 420ms | tok/sec: 1,249,029 | mfu: 37.3% | epoch: 1 | remaining: 278s    
step 00067 (7.3%) | loss: 4.714033 | lrm: 1.00 | dt: 405ms | tok/sec: 1,294,273 | mfu: 38.7% | epoch: 1 | remaining: 278s    
step 00068 (7.5%) | loss: 4.698143 | lrm: 1.00 | dt: 385ms | tok/sec: 1,361,328 | mfu: 40.7% | epoch: 1 | remaining: 277s    
step 00069 (7.6%) | loss: 4.679383 | lrm: 1.00 | dt: 397ms | tok/sec: 1,320,083 | mfu: 39.4% | epoch: 1 | remaining: 277s    
step 00070 (7.7%) | loss: 4.660945 | lrm: 1.00 | dt: 389ms | tok/sec: 1,348,753 | mfu: 40.3% | epoch: 1 | remaining: 276s    
step 00071 (7.8%) | loss: 4.646987 | lrm: 1.00 | dt: 393ms | tok/sec: 1,332,607 | mfu: 39.8% | epoch: 1 | remaining: 276s    
step 00072 (8.0%) | loss: 4.627543 | lrm: 1.00 | dt: 400ms | tok/sec: 1,309,400 | mfu: 39.1% | epoch: 1 | remaining: 276s    
step 00073 (8.1%) | loss: 4.605890 | lrm: 1.00 | dt: 391ms | tok/sec: 1,342,475 | mfu: 40.1% | epoch: 1 | remaining: 275s    
step 00074 (8.2%) | loss: 4.584595 | lrm: 1.00 | dt: 395ms | tok/sec: 1,325,679 | mfu: 39.6% | epoch: 1 | remaining: 275s    
step 00075 (8.4%) | loss: 4.567085 | lrm: 1.00 | dt: 392ms | tok/sec: 1,335,816 | mfu: 39.9% | epoch: 1 | remaining: 274s    
step 00076 (8.5%) | loss: 4.546846 | lrm: 1.00 | dt: 394ms | tok/sec: 1,330,805 | mfu: 39.8% | epoch: 1 | remaining: 274s    
step 00077 (8.6%) | loss: 4.527797 | lrm: 1.00 | dt: 392ms | tok/sec: 1,337,971 | mfu: 40.0% | epoch: 1 | remaining: 274s    
step 00078 (8.8%) | loss: 4.505764 | lrm: 1.00 | dt: 392ms | tok/sec: 1,336,943 | mfu: 40.0% | epoch: 1 | remaining: 273s    
step 00079 (8.9%) | loss: 4.485441 | lrm: 1.00 | dt: 394ms | tok/sec: 1,329,003 | mfu: 39.7% | epoch: 1 | remaining: 273s    
step 00080 (9.0%) | loss: 4.465339 | lrm: 1.00 | dt: 388ms | tok/sec: 1,350,240 | mfu: 40.4% | epoch: 1 | remaining: 273s    
step 00081 (9.2%) | loss: 4.446529 | lrm: 1.00 | dt: 394ms | tok/sec: 1,329,108 | mfu: 39.7% | epoch: 1 | remaining: 272s    
step 00082 (9.3%) | loss: 4.427839 | lrm: 1.00 | dt: 391ms | tok/sec: 1,340,882 | mfu: 40.1% | epoch: 1 | remaining: 272s    
step 00083 (9.4%) | loss: 4.409760 | lrm: 1.00 | dt: 393ms | tok/sec: 1,335,158 | mfu: 39.9% | epoch: 1 | remaining: 271s    
step 00084 (9.6%) | loss: 4.392369 | lrm: 1.00 | dt: 395ms | tok/sec: 1,327,753 | mfu: 39.7% | epoch: 1 | remaining: 271s    
step 00085 (9.7%) | loss: 4.376253 | lrm: 1.00 | dt: 393ms | tok/sec: 1,332,916 | mfu: 39.8% | epoch: 1 | remaining: 271s    
step 00086 (9.8%) | loss: 4.358203 | lrm: 1.00 | dt: 391ms | tok/sec: 1,339,579 | mfu: 40.0% | epoch: 1 | remaining: 270s    
step 00087 (9.9%) | loss: 4.341159 | lrm: 1.00 | dt: 393ms | tok/sec: 1,333,503 | mfu: 39.8% | epoch: 1 | remaining: 270s    
step 00088 (10.1%) | loss: 4.319063 | lrm: 1.00 | dt: 391ms | tok/sec: 1,339,901 | mfu: 40.0% | epoch: 1 | remaining: 269s    
step 00089 (10.2%) | loss: 4.297811 | lrm: 1.00 | dt: 393ms | tok/sec: 1,334,421 | mfu: 39.9% | epoch: 1 | remaining: 269s    
step 00090 (10.3%) | loss: 4.281235 | lrm: 1.00 | dt: 394ms | tok/sec: 1,329,052 | mfu: 39.7% | epoch: 1 | remaining: 269s    
step 00091 (10.5%) | loss: 4.263876 | lrm: 1.00 | dt: 392ms | tok/sec: 1,337,934 | mfu: 40.0% | epoch: 1 | remaining: 268s    
step 00092 (10.6%) | loss: 4.244903 | lrm: 1.00 | dt: 392ms | tok/sec: 1,338,478 | mfu: 40.0% | epoch: 1 | remaining: 268s    
step 00093 (10.7%) | loss: 4.229842 | lrm: 1.00 | dt: 392ms | tok/sec: 1,336,396 | mfu: 39.9% | epoch: 1 | remaining: 267s    
step 00094 (10.9%) | loss: 4.211700 | lrm: 1.00 | dt: 393ms | tok/sec: 1,334,905 | mfu: 39.9% | epoch: 1 | remaining: 267s    
step 00095 (11.0%) | loss: 4.197039 | lrm: 1.00 | dt: 392ms | tok/sec: 1,336,185 | mfu: 39.9% | epoch: 1 | remaining: 267s    
step 00096 (11.1%) | loss: 4.184453 | lrm: 1.00 | dt: 393ms | tok/sec: 1,333,670 | mfu: 39.9% | epoch: 1 | remaining: 266s    
step 00097 (11.3%) | loss: 4.165638 | lrm: 1.00 | dt: 392ms | tok/sec: 1,337,708 | mfu: 40.0% | epoch: 1 | remaining: 266s    
step 00098 (11.4%) | loss: 4.153829 | lrm: 1.00 | dt: 394ms | tok/sec: 1,332,114 | mfu: 39.8% | epoch: 1 | remaining: 265s    
step 00099 (11.5%) | loss: 4.139837 | lrm: 1.00 | dt: 390ms | tok/sec: 1,344,353 | mfu: 40.2% | epoch: 1 | remaining: 265s    
step 00100 (11.6%) | loss: 4.125625 | lrm: 1.00 | dt: 393ms | tok/sec: 1,334,323 | mfu: 39.9% | epoch: 1 | remaining: 265s    
step 00101 (11.8%) | loss: 4.107276 | lrm: 1.00 | dt: 397ms | tok/sec: 1,321,175 | mfu: 39.5% | epoch: 1 | remaining: 264s    
step 00102 (11.9%) | loss: 4.091729 | lrm: 1.00 | dt: 391ms | tok/sec: 1,342,373 | mfu: 40.1% | epoch: 1 | remaining: 264s    
step 00103 (12.0%) | loss: 4.077167 | lrm: 1.00 | dt: 393ms | tok/sec: 1,335,359 | mfu: 39.9% | epoch: 1 | remaining: 263s    
step 00104 (12.2%) | loss: 4.056153 | lrm: 1.00 | dt: 395ms | tok/sec: 1,326,801 | mfu: 39.6% | epoch: 1 | remaining: 263s    
step 00105 (12.3%) | loss: 4.042266 | lrm: 1.00 | dt: 392ms | tok/sec: 1,336,465 | mfu: 39.9% | epoch: 1 | remaining: 263s    
step 00106 (12.4%) | loss: 4.030087 | lrm: 1.00 | dt: 393ms | tok/sec: 1,335,052 | mfu: 39.9% | epoch: 1 | remaining: 262s    
step 00107 (12.6%) | loss: 4.016564 | lrm: 1.00 | dt: 394ms | tok/sec: 1,332,185 | mfu: 39.8% | epoch: 1 | remaining: 262s    
step 00108 (12.7%) | loss: 4.005761 | lrm: 1.00 | dt: 392ms | tok/sec: 1,336,555 | mfu: 39.9% | epoch: 1 | remaining: 262s    
step 00109 (12.8%) | loss: 3.988446 | lrm: 1.00 | dt: 392ms | tok/sec: 1,336,776 | mfu: 39.9% | epoch: 1 | remaining: 261s    
step 00110 (13.0%) | loss: 3.975530 | lrm: 1.00 | dt: 391ms | tok/sec: 1,342,042 | mfu: 40.1% | epoch: 1 | remaining: 261s    
step 00111 (13.1%) | loss: 3.963939 | lrm: 1.00 | dt: 393ms | tok/sec: 1,333,852 | mfu: 39.9% | epoch: 1 | remaining: 260s    
step 00112 (13.2%) | loss: 3.951581 | lrm: 1.00 | dt: 388ms | tok/sec: 1,351,743 | mfu: 40.4% | epoch: 1 | remaining: 260s    
step 00113 (13.3%) | loss: 3.938481 | lrm: 1.00 | dt: 395ms | tok/sec: 1,327,126 | mfu: 39.7% | epoch: 1 | remaining: 260s    
step 00114 (13.5%) | loss: 3.923583 | lrm: 1.00 | dt: 397ms | tok/sec: 1,321,321 | mfu: 39.5% | epoch: 1 | remaining: 259s    
step 00115 (13.6%) | loss: 3.913509 | lrm: 1.00 | dt: 391ms | tok/sec: 1,340,143 | mfu: 40.0% | epoch: 1 | remaining: 259s    
step 00116 (13.7%) | loss: 3.901930 | lrm: 1.00 | dt: 396ms | tok/sec: 1,323,086 | mfu: 39.5% | epoch: 1 | remaining: 258s    
step 00117 (13.9%) | loss: 3.894436 | lrm: 1.00 | dt: 392ms | tok/sec: 1,336,555 | mfu: 39.9% | epoch: 1 | remaining: 258s    
step 00118 (14.0%) | loss: 3.885534 | lrm: 1.00 | dt: 390ms | tok/sec: 1,345,981 | mfu: 40.2% | epoch: 1 | remaining: 258s    
step 00119 (14.1%) | loss: 3.871956 | lrm: 1.00 | dt: 395ms | tok/sec: 1,328,955 | mfu: 39.7% | epoch: 1 | remaining: 257s    
step 00120 (14.3%) | loss: 3.861599 | lrm: 1.00 | dt: 391ms | tok/sec: 1,341,076 | mfu: 40.1% | epoch: 1 | remaining: 257s    
step 00121 (14.4%) | loss: 3.848951 | lrm: 1.00 | dt: 392ms | tok/sec: 1,339,175 | mfu: 40.0% | epoch: 1 | remaining: 256s    
step 00122 (14.5%) | loss: 3.833118 | lrm: 1.00 | dt: 392ms | tok/sec: 1,338,734 | mfu: 40.0% | epoch: 1 | remaining: 256s    
step 00123 (14.7%) | loss: 3.822838 | lrm: 1.00 | dt: 390ms | tok/sec: 1,344,067 | mfu: 40.2% | epoch: 1 | remaining: 256s    
step 00124 (14.8%) | loss: 3.816009 | lrm: 1.00 | dt: 393ms | tok/sec: 1,335,063 | mfu: 39.9% | epoch: 1 | remaining: 255s    
step 00125 (14.9%) | loss: 3.810267 | lrm: 1.00 | dt: 390ms | tok/sec: 1,344,936 | mfu: 40.2% | epoch: 1 | remaining: 255s    
step 00126 (15.0%) | loss: 3.800740 | lrm: 1.00 | dt: 389ms | tok/sec: 1,348,081 | mfu: 40.3% | epoch: 1 | remaining: 254s    
step 00127 (15.2%) | loss: 3.794996 | lrm: 1.00 | dt: 393ms | tok/sec: 1,332,492 | mfu: 39.8% | epoch: 1 | remaining: 254s    
step 00128 (15.3%) | loss: 3.784528 | lrm: 1.00 | dt: 389ms | tok/sec: 1,347,047 | mfu: 40.3% | epoch: 1 | remaining: 254s    
step 00129 (15.4%) | loss: 3.773380 | lrm: 1.00 | dt: 393ms | tok/sec: 1,334,910 | mfu: 39.9% | epoch: 1 | remaining: 253s    
step 00130 (15.6%) | loss: 3.764814 | lrm: 1.00 | dt: 394ms | tok/sec: 1,330,518 | mfu: 39.8% | epoch: 1 | remaining: 253s    
step 00131 (15.7%) | loss: 3.754848 | lrm: 1.00 | dt: 388ms | tok/sec: 1,352,071 | mfu: 40.4% | epoch: 1 | remaining: 253s    
step 00132 (15.8%) | loss: 3.747126 | lrm: 1.00 | dt: 393ms | tok/sec: 1,334,787 | mfu: 39.9% | epoch: 1 | remaining: 252s    
step 00133 (16.0%) | loss: 3.738332 | lrm: 1.00 | dt: 390ms | tok/sec: 1,343,958 | mfu: 40.2% | epoch: 1 | remaining: 252s    
step 00134 (16.1%) | loss: 3.730369 | lrm: 1.00 | dt: 394ms | tok/sec: 1,332,320 | mfu: 39.8% | epoch: 1 | remaining: 251s    
step 00135 (16.2%) | loss: 3.724815 | lrm: 1.00 | dt: 390ms | tok/sec: 1,344,353 | mfu: 40.2% | epoch: 1 | remaining: 251s    
step 00136 (16.4%) | loss: 3.714406 | lrm: 1.00 | dt: 391ms | tok/sec: 1,340,302 | mfu: 40.1% | epoch: 1 | remaining: 251s    
step 00137 (16.5%) | loss: 3.707471 | lrm: 1.00 | dt: 395ms | tok/sec: 1,327,035 | mfu: 39.7% | epoch: 1 | remaining: 250s    
step 00138 (16.6%) | loss: 3.695149 | lrm: 1.00 | dt: 387ms | tok/sec: 1,356,455 | mfu: 40.5% | epoch: 1 | remaining: 250s    
step 00139 (16.7%) | loss: 3.683114 | lrm: 1.00 | dt: 394ms | tok/sec: 1,330,654 | mfu: 39.8% | epoch: 1 | remaining: 249s    
step 00140 (16.9%) | loss: 3.675635 | lrm: 1.00 | dt: 392ms | tok/sec: 1,337,684 | mfu: 40.0% | epoch: 1 | remaining: 249s    
step 00141 (17.0%) | loss: 3.667808 | lrm: 1.00 | dt: 393ms | tok/sec: 1,334,653 | mfu: 39.9% | epoch: 1 | remaining: 249s    
step 00142 (17.1%) | loss: 3.661978 | lrm: 1.00 | dt: 394ms | tok/sec: 1,329,830 | mfu: 39.7% | epoch: 1 | remaining: 248s    
step 00143 (17.3%) | loss: 3.657376 | lrm: 1.00 | dt: 393ms | tok/sec: 1,332,539 | mfu: 39.8% | epoch: 1 | remaining: 248s    
step 00144 (17.4%) | loss: 3.650124 | lrm: 1.00 | dt: 389ms | tok/sec: 1,347,952 | mfu: 40.3% | epoch: 1 | remaining: 247s    
step 00145 (17.5%) | loss: 3.645135 | lrm: 1.00 | dt: 393ms | tok/sec: 1,335,586 | mfu: 39.9% | epoch: 1 | remaining: 247s    
step 00146 (17.7%) | loss: 3.642209 | lrm: 1.00 | dt: 393ms | tok/sec: 1,334,272 | mfu: 39.9% | epoch: 1 | remaining: 247s    
step 00147 (17.8%) | loss: 3.641438 | lrm: 1.00 | dt: 445ms | tok/sec: 1,177,199 | mfu: 35.2% | epoch: 1 | remaining: 246s    
step 00148 (17.9%) | loss: 3.639134 | lrm: 1.00 | dt: 386ms | tok/sec: 1,359,687 | mfu: 40.6% | epoch: 1 | remaining: 246s    
