Attention backend: flash (cuda capability 9.0)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 8,388,608
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,080
  scalars                 : 16
  total                   : 41,943,312
Estimated FLOPs per token: 2.390769e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 8807ms | tok/sec: 59,528 | mfu: 1.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854699 | lrm: 1.00 | dt: 309ms | tok/sec: 1,695,811 | mfu: 41.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.442993 | lrm: 1.00 | dt: 315ms | tok/sec: 1,662,617 | mfu: 40.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.972226 | lrm: 1.00 | dt: 334ms | tok/sec: 1,567,428 | mfu: 37.9% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.580341 | lrm: 1.00 | dt: 371ms | tok/sec: 1,413,554 | mfu: 34.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.250305 | lrm: 1.00 | dt: 318ms | tok/sec: 1,650,416 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.999629 | lrm: 1.00 | dt: 314ms | tok/sec: 1,671,920 | mfu: 40.4% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.789235 | lrm: 1.00 | dt: 332ms | tok/sec: 1,577,678 | mfu: 38.1% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.609336 | lrm: 1.00 | dt: 318ms | tok/sec: 1,647,663 | mfu: 39.8% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.457497 | lrm: 1.00 | dt: 316ms | tok/sec: 1,657,508 | mfu: 40.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.327700 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,458 | mfu: 38.7% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.219508 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,846 | mfu: 39.0% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.123291 | lrm: 1.00 | dt: 316ms | tok/sec: 1,657,093 | mfu: 40.0% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.037588 | lrm: 1.00 | dt: 354ms | tok/sec: 1,480,607 | mfu: 35.8% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 5.965339 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,540 | mfu: 39.0% | epoch: 1 | remaining: 299s    
step 00055 (4.8%) | loss: 4.731826 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,655 | mfu: 39.2% | epoch: 1 | remaining: 285s    
step 00056 (4.9%) | loss: 4.711578 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,366 | mfu: 39.3% | epoch: 1 | remaining: 285s    
step 00057 (5.0%) | loss: 4.689084 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,834 | mfu: 38.7% | epoch: 1 | remaining: 285s    
step 00058 (5.1%) | loss: 4.660380 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,877 | mfu: 39.2% | epoch: 1 | remaining: 284s    
step 00059 (5.2%) | loss: 4.638881 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,905 | mfu: 39.6% | epoch: 1 | remaining: 284s    
step 00060 (5.3%) | loss: 4.617533 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,830 | mfu: 39.1% | epoch: 1 | remaining: 284s    
step 00061 (5.4%) | loss: 4.591677 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,239 | mfu: 39.3% | epoch: 1 | remaining: 283s    
step 00062 (5.5%) | loss: 4.569104 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,436 | mfu: 39.2% | epoch: 1 | remaining: 283s    
step 00063 (5.6%) | loss: 4.542958 | lrm: 1.00 | dt: 387ms | tok/sec: 1,353,808 | mfu: 32.7% | epoch: 1 | remaining: 283s    
step 00064 (5.8%) | loss: 4.517459 | lrm: 1.00 | dt: 313ms | tok/sec: 1,674,738 | mfu: 40.5% | epoch: 1 | remaining: 282s    
step 00065 (5.9%) | loss: 4.488373 | lrm: 1.00 | dt: 323ms | tok/sec: 1,620,995 | mfu: 39.2% | epoch: 1 | remaining: 282s    
step 00066 (6.0%) | loss: 4.465141 | lrm: 1.00 | dt: 331ms | tok/sec: 1,583,935 | mfu: 38.3% | epoch: 1 | remaining: 282s    
step 00067 (6.1%) | loss: 4.441908 | lrm: 1.00 | dt: 316ms | tok/sec: 1,659,149 | mfu: 40.1% | epoch: 1 | remaining: 281s    
step 00068 (6.2%) | loss: 4.420792 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,638 | mfu: 39.7% | epoch: 1 | remaining: 281s    
step 00069 (6.3%) | loss: 4.397862 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,293 | mfu: 38.7% | epoch: 1 | remaining: 281s    
step 00070 (6.4%) | loss: 4.375516 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,825 | mfu: 38.7% | epoch: 1 | remaining: 280s    
step 00071 (6.5%) | loss: 4.356644 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,389 | mfu: 39.6% | epoch: 1 | remaining: 280s    
step 00072 (6.6%) | loss: 4.330881 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,430 | mfu: 38.9% | epoch: 1 | remaining: 280s    
step 00073 (6.7%) | loss: 4.302548 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,152 | mfu: 39.2% | epoch: 1 | remaining: 279s    
step 00074 (6.9%) | loss: 4.275968 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,121 | mfu: 39.2% | epoch: 1 | remaining: 279s    
step 00075 (7.0%) | loss: 4.254704 | lrm: 1.00 | dt: 342ms | tok/sec: 1,533,523 | mfu: 37.1% | epoch: 1 | remaining: 279s    
step 00076 (7.1%) | loss: 4.235401 | lrm: 1.00 | dt: 357ms | tok/sec: 1,469,486 | mfu: 35.5% | epoch: 1 | remaining: 278s    
step 00077 (7.2%) | loss: 4.218758 | lrm: 1.00 | dt: 317ms | tok/sec: 1,652,639 | mfu: 39.9% | epoch: 1 | remaining: 278s    
step 00078 (7.3%) | loss: 4.192782 | lrm: 1.00 | dt: 327ms | tok/sec: 1,600,895 | mfu: 38.7% | epoch: 1 | remaining: 278s    
step 00079 (7.4%) | loss: 4.170932 | lrm: 1.00 | dt: 333ms | tok/sec: 1,576,117 | mfu: 38.1% | epoch: 1 | remaining: 277s    
step 00080 (7.5%) | loss: 4.148680 | lrm: 1.00 | dt: 317ms | tok/sec: 1,653,992 | mfu: 40.0% | epoch: 1 | remaining: 277s    
step 00081 (7.6%) | loss: 4.127781 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,009 | mfu: 39.3% | epoch: 1 | remaining: 277s    
step 00082 (7.7%) | loss: 4.106410 | lrm: 1.00 | dt: 333ms | tok/sec: 1,576,321 | mfu: 38.1% | epoch: 1 | remaining: 276s    
step 00083 (7.8%) | loss: 4.087329 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,317 | mfu: 39.5% | epoch: 1 | remaining: 276s    
step 00084 (7.9%) | loss: 4.070397 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,869 | mfu: 38.9% | epoch: 1 | remaining: 276s    
step 00085 (8.1%) | loss: 4.056808 | lrm: 1.00 | dt: 337ms | tok/sec: 1,556,525 | mfu: 37.6% | epoch: 1 | remaining: 275s    
step 00086 (8.2%) | loss: 4.038397 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,280 | mfu: 39.0% | epoch: 1 | remaining: 275s    
step 00087 (8.3%) | loss: 4.018832 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,525 | mfu: 39.3% | epoch: 1 | remaining: 275s    
step 00088 (8.4%) | loss: 3.997660 | lrm: 1.00 | dt: 348ms | tok/sec: 1,506,276 | mfu: 36.4% | epoch: 1 | remaining: 274s    
step 00089 (8.5%) | loss: 3.976676 | lrm: 1.00 | dt: 323ms | tok/sec: 1,620,849 | mfu: 39.2% | epoch: 1 | remaining: 274s    
step 00090 (8.6%) | loss: 3.961017 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,754 | mfu: 39.5% | epoch: 1 | remaining: 274s    
step 00091 (8.7%) | loss: 3.944147 | lrm: 1.00 | dt: 335ms | tok/sec: 1,566,384 | mfu: 37.8% | epoch: 1 | remaining: 274s    
step 00092 (8.8%) | loss: 3.927444 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,066 | mfu: 39.0% | epoch: 1 | remaining: 273s    
step 00093 (8.9%) | loss: 3.915898 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,453 | mfu: 39.2% | epoch: 1 | remaining: 273s    
step 00094 (9.0%) | loss: 3.901206 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,816 | mfu: 38.9% | epoch: 1 | remaining: 273s    
step 00095 (9.2%) | loss: 3.888618 | lrm: 1.00 | dt: 386ms | tok/sec: 1,357,990 | mfu: 32.8% | epoch: 1 | remaining: 272s    
step 00096 (9.3%) | loss: 3.878315 | lrm: 1.00 | dt: 318ms | tok/sec: 1,650,129 | mfu: 39.9% | epoch: 1 | remaining: 272s    
step 00097 (9.4%) | loss: 3.861856 | lrm: 1.00 | dt: 315ms | tok/sec: 1,664,509 | mfu: 40.2% | epoch: 1 | remaining: 272s    
step 00098 (9.5%) | loss: 3.851978 | lrm: 1.00 | dt: 364ms | tok/sec: 1,441,546 | mfu: 34.8% | epoch: 1 | remaining: 271s    
step 00099 (9.6%) | loss: 3.838092 | lrm: 1.00 | dt: 411ms | tok/sec: 1,274,886 | mfu: 30.8% | epoch: 1 | remaining: 271s    
step 00100 (9.7%) | loss: 3.827049 | lrm: 1.00 | dt: 318ms | tok/sec: 1,648,816 | mfu: 39.8% | epoch: 1 | remaining: 270s    
step 00101 (9.9%) | loss: 3.810581 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,507 | mfu: 39.6% | epoch: 1 | remaining: 270s    
step 00102 (10.0%) | loss: 3.798074 | lrm: 1.00 | dt: 336ms | tok/sec: 1,560,367 | mfu: 37.7% | epoch: 1 | remaining: 270s    
step 00103 (10.1%) | loss: 3.787179 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,710 | mfu: 39.3% | epoch: 1 | remaining: 269s    
step 00104 (10.2%) | loss: 3.768264 | lrm: 1.00 | dt: 315ms | tok/sec: 1,663,859 | mfu: 40.2% | epoch: 1 | remaining: 269s    
step 00105 (10.3%) | loss: 3.758850 | lrm: 1.00 | dt: 334ms | tok/sec: 1,570,939 | mfu: 38.0% | epoch: 1 | remaining: 269s    
step 00106 (10.4%) | loss: 3.750865 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,015 | mfu: 39.3% | epoch: 1 | remaining: 268s    
step 00107 (10.5%) | loss: 3.737251 | lrm: 1.00 | dt: 370ms | tok/sec: 1,417,123 | mfu: 34.2% | epoch: 1 | remaining: 268s    
step 00108 (10.6%) | loss: 3.730047 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,002 | mfu: 39.3% | epoch: 1 | remaining: 268s    
step 00109 (10.7%) | loss: 3.716775 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,786 | mfu: 39.0% | epoch: 1 | remaining: 267s    
step 00110 (10.8%) | loss: 3.710104 | lrm: 1.00 | dt: 329ms | tok/sec: 1,595,558 | mfu: 38.6% | epoch: 1 | remaining: 267s    
step 00111 (11.0%) | loss: 3.705081 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,152 | mfu: 39.4% | epoch: 1 | remaining: 267s    
step 00112 (11.1%) | loss: 3.699339 | lrm: 1.00 | dt: 338ms | tok/sec: 1,552,515 | mfu: 37.5% | epoch: 1 | remaining: 266s    
step 00113 (11.2%) | loss: 3.688134 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,671 | mfu: 38.8% | epoch: 1 | remaining: 266s    
step 00114 (11.3%) | loss: 3.675759 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,495 | mfu: 38.9% | epoch: 1 | remaining: 266s    
step 00115 (11.4%) | loss: 3.671357 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,248 | mfu: 39.4% | epoch: 1 | remaining: 266s    
step 00116 (11.5%) | loss: 3.663277 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,446 | mfu: 38.7% | epoch: 1 | remaining: 265s    
step 00117 (11.6%) | loss: 3.660091 | lrm: 1.00 | dt: 383ms | tok/sec: 1,368,763 | mfu: 33.1% | epoch: 1 | remaining: 265s    
step 00118 (11.7%) | loss: 3.654737 | lrm: 1.00 | dt: 314ms | tok/sec: 1,668,096 | mfu: 40.3% | epoch: 1 | remaining: 264s    
step 00119 (11.8%) | loss: 3.646395 | lrm: 1.00 | dt: 317ms | tok/sec: 1,651,844 | mfu: 39.9% | epoch: 1 | remaining: 264s    
step 00120 (11.9%) | loss: 3.640405 | lrm: 1.00 | dt: 338ms | tok/sec: 1,550,515 | mfu: 37.5% | epoch: 1 | remaining: 264s    
step 00121 (12.1%) | loss: 3.631876 | lrm: 1.00 | dt: 318ms | tok/sec: 1,648,461 | mfu: 39.8% | epoch: 1 | remaining: 264s    
step 00122 (12.2%) | loss: 3.620740 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,797 | mfu: 39.7% | epoch: 1 | remaining: 263s    
step 00123 (12.3%) | loss: 3.614159 | lrm: 1.00 | dt: 334ms | tok/sec: 1,569,682 | mfu: 37.9% | epoch: 1 | remaining: 263s    
step 00124 (12.4%) | loss: 3.612405 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,864 | mfu: 39.7% | epoch: 1 | remaining: 263s    
step 00125 (12.5%) | loss: 3.609509 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,306 | mfu: 39.7% | epoch: 1 | remaining: 262s    
step 00126 (12.6%) | loss: 3.602514 | lrm: 1.00 | dt: 333ms | tok/sec: 1,575,166 | mfu: 38.1% | epoch: 1 | remaining: 262s    
step 00127 (12.7%) | loss: 3.601215 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,136 | mfu: 39.8% | epoch: 1 | remaining: 262s    
step 00128 (12.8%) | loss: 3.593805 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,717 | mfu: 39.3% | epoch: 1 | remaining: 261s    
step 00129 (12.9%) | loss: 3.585106 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,857 | mfu: 38.8% | epoch: 1 | remaining: 261s    
step 00130 (13.0%) | loss: 3.579221 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,472 | mfu: 38.9% | epoch: 1 | remaining: 261s    
step 00131 (13.1%) | loss: 3.573056 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,106 | mfu: 39.7% | epoch: 1 | remaining: 260s    
step 00132 (13.2%) | loss: 3.567451 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,176 | mfu: 38.9% | epoch: 1 | remaining: 260s    
step 00133 (13.4%) | loss: 3.560889 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,009 | mfu: 39.1% | epoch: 1 | remaining: 260s    
step 00134 (13.5%) | loss: 3.554855 | lrm: 1.00 | dt: 337ms | tok/sec: 1,556,917 | mfu: 37.6% | epoch: 1 | remaining: 259s    
step 00135 (13.6%) | loss: 3.552668 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,143 | mfu: 39.1% | epoch: 1 | remaining: 259s    
step 00136 (13.7%) | loss: 3.545823 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,306 | mfu: 38.9% | epoch: 1 | remaining: 259s    
step 00137 (13.8%) | loss: 3.543284 | lrm: 1.00 | dt: 354ms | tok/sec: 1,480,648 | mfu: 35.8% | epoch: 1 | remaining: 258s    
step 00138 (13.9%) | loss: 3.533960 | lrm: 1.00 | dt: 315ms | tok/sec: 1,665,772 | mfu: 40.2% | epoch: 1 | remaining: 258s    
step 00139 (14.0%) | loss: 3.525737 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,976 | mfu: 39.7% | epoch: 1 | remaining: 258s    
step 00140 (14.1%) | loss: 3.519876 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,393 | mfu: 38.6% | epoch: 1 | remaining: 257s    
step 00141 (14.2%) | loss: 3.514390 | lrm: 1.00 | dt: 333ms | tok/sec: 1,573,263 | mfu: 38.0% | epoch: 1 | remaining: 257s    
step 00142 (14.3%) | loss: 3.512135 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,577 | mfu: 38.5% | epoch: 1 | remaining: 257s    
step 00143 (14.4%) | loss: 3.511138 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,140 | mfu: 39.0% | epoch: 1 | remaining: 256s    
step 00144 (14.6%) | loss: 3.505787 | lrm: 1.00 | dt: 368ms | tok/sec: 1,422,977 | mfu: 34.4% | epoch: 1 | remaining: 256s    
step 00145 (14.7%) | loss: 3.503619 | lrm: 1.00 | dt: 315ms | tok/sec: 1,666,018 | mfu: 40.3% | epoch: 1 | remaining: 256s    
step 00146 (14.8%) | loss: 3.501399 | lrm: 1.00 | dt: 330ms | tok/sec: 1,587,135 | mfu: 38.3% | epoch: 1 | remaining: 255s    
step 00147 (14.9%) | loss: 3.501190 | lrm: 1.00 | dt: 332ms | tok/sec: 1,579,451 | mfu: 38.2% | epoch: 1 | remaining: 255s    
step 00148 (15.0%) | loss: 3.500465 | lrm: 1.00 | dt: 341ms | tok/sec: 1,537,087 | mfu: 37.1% | epoch: 1 | remaining: 255s    
step 00149 (15.1%) | loss: 3.496751 | lrm: 1.00 | dt: 317ms | tok/sec: 1,654,430 | mfu: 40.0% | epoch: 1 | remaining: 254s    
step 00150 (15.2%) | loss: 3.489246 | lrm: 1.00 | dt: 330ms | tok/sec: 1,587,930 | mfu: 38.4% | epoch: 1 | remaining: 254s    
