Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Attention backend: flash (cuda capability 9.0)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 26576ms | tok/sec: 19,727 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854702 | lrm: 1.00 | dt: 311ms | tok/sec: 1,685,650 | mfu: 40.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.442315 | lrm: 1.00 | dt: 313ms | tok/sec: 1,672,948 | mfu: 40.4% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.971716 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,203 | mfu: 38.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.578751 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,631 | mfu: 38.7% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.248840 | lrm: 1.00 | dt: 316ms | tok/sec: 1,661,650 | mfu: 40.1% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.998076 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,663 | mfu: 39.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.787082 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,552 | mfu: 38.6% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.607000 | lrm: 1.00 | dt: 316ms | tok/sec: 1,659,650 | mfu: 40.1% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.455162 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,369 | mfu: 39.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.325395 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,070 | mfu: 38.8% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.217094 | lrm: 1.00 | dt: 318ms | tok/sec: 1,650,846 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.120729 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,822 | mfu: 39.6% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.034876 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,373 | mfu: 38.7% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 5.962742 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,854 | mfu: 39.6% | epoch: 1 | remaining: 299s    
step 00015 (0.4%) | loss: 5.898211 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,087 | mfu: 39.5% | epoch: 1 | remaining: 298s    
step 00036 (2.7%) | loss: 5.149578 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,286 | mfu: 38.6% | epoch: 1 | remaining: 292s    
step 00037 (2.8%) | loss: 5.123405 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,883 | mfu: 39.3% | epoch: 1 | remaining: 291s    
step 00038 (2.9%) | loss: 5.095767 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,525 | mfu: 38.9% | epoch: 1 | remaining: 291s    
step 00039 (3.0%) | loss: 5.068907 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,487 | mfu: 39.4% | epoch: 1 | remaining: 291s    
step 00040 (3.1%) | loss: 5.039924 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,894 | mfu: 39.3% | epoch: 1 | remaining: 290s    
step 00041 (3.2%) | loss: 5.012657 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,601 | mfu: 39.5% | epoch: 1 | remaining: 290s    
step 00042 (3.3%) | loss: 4.987025 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,814 | mfu: 39.5% | epoch: 1 | remaining: 290s    
step 00043 (3.4%) | loss: 4.959917 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,839 | mfu: 39.6% | epoch: 1 | remaining: 289s    
step 00044 (3.5%) | loss: 4.931823 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,667 | mfu: 39.4% | epoch: 1 | remaining: 289s    
step 00045 (3.7%) | loss: 4.903788 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,164 | mfu: 39.0% | epoch: 1 | remaining: 289s    
step 00046 (3.8%) | loss: 4.876192 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,620 | mfu: 39.3% | epoch: 1 | remaining: 288s    
step 00047 (3.9%) | loss: 4.841733 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,916 | mfu: 39.3% | epoch: 1 | remaining: 288s    
step 00048 (4.0%) | loss: 4.820400 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,791 | mfu: 39.1% | epoch: 1 | remaining: 288s    
step 00049 (4.1%) | loss: 4.793589 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,537 | mfu: 39.2% | epoch: 1 | remaining: 287s    
step 00050 (4.2%) | loss: 4.764669 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,164 | mfu: 39.2% | epoch: 1 | remaining: 287s    
step 00051 (4.3%) | loss: 4.738988 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,908 | mfu: 39.2% | epoch: 1 | remaining: 287s    
step 00052 (4.4%) | loss: 4.711927 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,237 | mfu: 39.2% | epoch: 1 | remaining: 286s    
step 00053 (4.5%) | loss: 4.686232 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,655 | mfu: 39.3% | epoch: 1 | remaining: 286s    
step 00054 (4.6%) | loss: 4.658078 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,625 | mfu: 39.1% | epoch: 1 | remaining: 286s    
step 00055 (4.7%) | loss: 4.631627 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,301 | mfu: 39.2% | epoch: 1 | remaining: 285s    
step 00056 (4.8%) | loss: 4.610708 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,263 | mfu: 39.4% | epoch: 1 | remaining: 285s    
step 00057 (4.9%) | loss: 4.586029 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,417 | mfu: 39.3% | epoch: 1 | remaining: 285s    
step 00058 (5.1%) | loss: 4.555293 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,563 | mfu: 39.1% | epoch: 1 | remaining: 285s    
step 00059 (5.2%) | loss: 4.531611 | lrm: 1.00 | dt: 325ms | tok/sec: 1,610,753 | mfu: 38.9% | epoch: 1 | remaining: 284s    
step 00060 (5.3%) | loss: 4.506286 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,550 | mfu: 39.2% | epoch: 1 | remaining: 284s    
step 00061 (5.4%) | loss: 4.477724 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,030 | mfu: 39.1% | epoch: 1 | remaining: 284s    
step 00062 (5.5%) | loss: 4.454080 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,453 | mfu: 39.4% | epoch: 1 | remaining: 283s    
step 00063 (5.6%) | loss: 4.427944 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,258 | mfu: 39.2% | epoch: 1 | remaining: 283s    
step 00064 (5.7%) | loss: 4.402815 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,869 | mfu: 39.3% | epoch: 1 | remaining: 283s    
step 00065 (5.8%) | loss: 4.374872 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,792 | mfu: 39.6% | epoch: 1 | remaining: 282s    
step 00066 (5.9%) | loss: 4.351673 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,836 | mfu: 39.4% | epoch: 1 | remaining: 282s    
step 00067 (6.0%) | loss: 4.329176 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,579 | mfu: 39.2% | epoch: 1 | remaining: 282s    
step 00068 (6.1%) | loss: 4.309825 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,947 | mfu: 39.1% | epoch: 1 | remaining: 281s    
step 00069 (6.2%) | loss: 4.289189 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,408 | mfu: 39.3% | epoch: 1 | remaining: 281s    
step 00070 (6.3%) | loss: 4.269545 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,415 | mfu: 39.0% | epoch: 1 | remaining: 281s    
step 00071 (6.5%) | loss: 4.253294 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,530 | mfu: 39.6% | epoch: 1 | remaining: 280s    
step 00072 (6.6%) | loss: 4.229380 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,310 | mfu: 39.1% | epoch: 1 | remaining: 280s    
step 00073 (6.7%) | loss: 4.203375 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,512 | mfu: 39.0% | epoch: 1 | remaining: 280s    
step 00074 (6.8%) | loss: 4.179144 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,009 | mfu: 39.0% | epoch: 1 | remaining: 279s    
step 00075 (6.9%) | loss: 4.159747 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,838 | mfu: 39.4% | epoch: 1 | remaining: 279s    
step 00076 (7.0%) | loss: 4.140163 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,233 | mfu: 39.4% | epoch: 1 | remaining: 279s    
step 00077 (7.1%) | loss: 4.124812 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,139 | mfu: 39.3% | epoch: 1 | remaining: 278s    
step 00078 (7.2%) | loss: 4.102333 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,400 | mfu: 39.2% | epoch: 1 | remaining: 278s    
step 00079 (7.3%) | loss: 4.083513 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,526 | mfu: 39.2% | epoch: 1 | remaining: 278s    
step 00080 (7.4%) | loss: 4.063699 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,786 | mfu: 39.0% | epoch: 1 | remaining: 277s    
step 00081 (7.5%) | loss: 4.043743 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,146 | mfu: 39.2% | epoch: 1 | remaining: 277s    
step 00082 (7.6%) | loss: 4.025930 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,264 | mfu: 39.3% | epoch: 1 | remaining: 277s    
step 00083 (7.7%) | loss: 4.009076 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,958 | mfu: 39.4% | epoch: 1 | remaining: 276s    
step 00084 (7.9%) | loss: 3.992189 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,860 | mfu: 39.5% | epoch: 1 | remaining: 276s    
step 00085 (8.0%) | loss: 3.979942 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,919 | mfu: 39.6% | epoch: 1 | remaining: 276s    
step 00086 (8.1%) | loss: 3.964143 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,375 | mfu: 39.0% | epoch: 1 | remaining: 275s    
step 00087 (8.2%) | loss: 3.947837 | lrm: 1.00 | dt: 321ms | tok/sec: 1,630,790 | mfu: 39.4% | epoch: 1 | remaining: 275s    
step 00088 (8.3%) | loss: 3.926349 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,642 | mfu: 39.1% | epoch: 1 | remaining: 275s    
step 00089 (8.4%) | loss: 3.906071 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,748 | mfu: 39.0% | epoch: 1 | remaining: 275s    
step 00090 (8.5%) | loss: 3.893425 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,826 | mfu: 39.2% | epoch: 1 | remaining: 274s    
step 00091 (8.6%) | loss: 3.878329 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,172 | mfu: 39.8% | epoch: 1 | remaining: 274s    
step 00092 (8.7%) | loss: 3.861021 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,873 | mfu: 39.4% | epoch: 1 | remaining: 274s    
step 00093 (8.8%) | loss: 3.849505 | lrm: 1.00 | dt: 324ms | tok/sec: 1,615,702 | mfu: 39.0% | epoch: 1 | remaining: 273s    
step 00094 (8.9%) | loss: 3.837124 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,908 | mfu: 39.4% | epoch: 1 | remaining: 273s    
step 00095 (9.0%) | loss: 3.826756 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,425 | mfu: 38.9% | epoch: 1 | remaining: 273s    
step 00096 (9.1%) | loss: 3.817530 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,785 | mfu: 38.8% | epoch: 1 | remaining: 272s    
step 00097 (9.3%) | loss: 3.802253 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,169 | mfu: 39.6% | epoch: 1 | remaining: 272s    
step 00098 (9.4%) | loss: 3.792235 | lrm: 1.00 | dt: 321ms | tok/sec: 1,630,837 | mfu: 39.4% | epoch: 1 | remaining: 272s    
step 00099 (9.5%) | loss: 3.779666 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,582 | mfu: 39.2% | epoch: 1 | remaining: 271s    
step 00100 (9.6%) | loss: 3.769014 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,850 | mfu: 39.5% | epoch: 1 | remaining: 271s    
step 00101 (9.7%) | loss: 3.753633 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,776 | mfu: 39.3% | epoch: 1 | remaining: 271s    
step 00102 (9.8%) | loss: 3.743201 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,611 | mfu: 39.3% | epoch: 1 | remaining: 270s    
step 00103 (9.9%) | loss: 3.734608 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,114 | mfu: 39.0% | epoch: 1 | remaining: 270s    
step 00104 (10.0%) | loss: 3.718209 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,278 | mfu: 39.4% | epoch: 1 | remaining: 270s    
step 00105 (10.1%) | loss: 3.710969 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,909 | mfu: 39.1% | epoch: 1 | remaining: 269s    
step 00106 (10.2%) | loss: 3.704560 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,324 | mfu: 39.3% | epoch: 1 | remaining: 269s    
step 00107 (10.3%) | loss: 3.692098 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,597 | mfu: 39.4% | epoch: 1 | remaining: 269s    
step 00108 (10.4%) | loss: 3.685874 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,583 | mfu: 39.1% | epoch: 1 | remaining: 268s    
step 00109 (10.5%) | loss: 3.671723 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,501 | mfu: 39.2% | epoch: 1 | remaining: 268s    
step 00110 (10.6%) | loss: 3.665016 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,475 | mfu: 39.2% | epoch: 1 | remaining: 268s    
step 00111 (10.8%) | loss: 3.659935 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,287 | mfu: 39.3% | epoch: 1 | remaining: 267s    
step 00112 (10.9%) | loss: 3.654347 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,156 | mfu: 39.3% | epoch: 1 | remaining: 267s    
step 00113 (11.0%) | loss: 3.643730 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,188 | mfu: 39.3% | epoch: 1 | remaining: 267s    
step 00114 (11.1%) | loss: 3.632788 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,486 | mfu: 39.3% | epoch: 1 | remaining: 266s    
step 00115 (11.2%) | loss: 3.629011 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,527 | mfu: 39.1% | epoch: 1 | remaining: 266s    
step 00116 (11.3%) | loss: 3.622503 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,558 | mfu: 39.0% | epoch: 1 | remaining: 266s    
step 00117 (11.4%) | loss: 3.620439 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,918 | mfu: 38.6% | epoch: 1 | remaining: 265s    
step 00118 (11.5%) | loss: 3.616543 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,876 | mfu: 39.4% | epoch: 1 | remaining: 265s    
step 00119 (11.6%) | loss: 3.610311 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,746 | mfu: 39.3% | epoch: 1 | remaining: 265s    
step 00120 (11.7%) | loss: 3.605519 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,034 | mfu: 39.3% | epoch: 1 | remaining: 265s    
step 00121 (11.8%) | loss: 3.597650 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,182 | mfu: 39.2% | epoch: 1 | remaining: 264s    
step 00122 (11.9%) | loss: 3.585940 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,983 | mfu: 39.0% | epoch: 1 | remaining: 264s    
step 00123 (12.0%) | loss: 3.579432 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,711 | mfu: 39.1% | epoch: 1 | remaining: 264s    
step 00124 (12.2%) | loss: 3.577181 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,118 | mfu: 39.2% | epoch: 1 | remaining: 263s    
step 00125 (12.3%) | loss: 3.573510 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,547 | mfu: 39.1% | epoch: 1 | remaining: 263s    
step 00126 (12.4%) | loss: 3.567148 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,123 | mfu: 38.9% | epoch: 1 | remaining: 263s    
step 00127 (12.5%) | loss: 3.565461 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,165 | mfu: 39.1% | epoch: 1 | remaining: 262s    
step 00128 (12.6%) | loss: 3.557355 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,743 | mfu: 39.2% | epoch: 1 | remaining: 262s    
step 00129 (12.7%) | loss: 3.548984 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,194 | mfu: 39.3% | epoch: 1 | remaining: 262s    
step 00130 (12.8%) | loss: 3.543917 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,926 | mfu: 39.0% | epoch: 1 | remaining: 261s    
step 00131 (12.9%) | loss: 3.538044 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,492 | mfu: 39.4% | epoch: 1 | remaining: 261s    
step 00132 (13.0%) | loss: 3.533160 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,992 | mfu: 39.0% | epoch: 1 | remaining: 261s    
step 00133 (13.1%) | loss: 3.525931 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,605 | mfu: 39.2% | epoch: 1 | remaining: 260s    
step 00134 (13.2%) | loss: 3.520402 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,035 | mfu: 39.1% | epoch: 1 | remaining: 260s    
step 00135 (13.3%) | loss: 3.519049 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,217 | mfu: 39.3% | epoch: 1 | remaining: 260s    
step 00136 (13.5%) | loss: 3.512334 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,279 | mfu: 39.0% | epoch: 1 | remaining: 259s    
step 00137 (13.6%) | loss: 3.508615 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,980 | mfu: 38.9% | epoch: 1 | remaining: 259s    
step 00138 (13.7%) | loss: 3.499897 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,424 | mfu: 38.9% | epoch: 1 | remaining: 259s    
step 00139 (13.8%) | loss: 3.491867 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,957 | mfu: 39.2% | epoch: 1 | remaining: 258s    
step 00140 (13.9%) | loss: 3.486392 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,665 | mfu: 39.5% | epoch: 1 | remaining: 258s    
step 00141 (14.0%) | loss: 3.481510 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,926 | mfu: 39.4% | epoch: 1 | remaining: 258s    
step 00142 (14.1%) | loss: 3.479301 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,515 | mfu: 39.0% | epoch: 1 | remaining: 257s    
step 00143 (14.2%) | loss: 3.477096 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,509 | mfu: 39.2% | epoch: 1 | remaining: 257s    
step 00144 (14.3%) | loss: 3.472461 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,045 | mfu: 39.2% | epoch: 1 | remaining: 257s    
step 00145 (14.4%) | loss: 3.471732 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,374 | mfu: 39.1% | epoch: 1 | remaining: 256s    
step 00146 (14.5%) | loss: 3.470412 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,595 | mfu: 39.2% | epoch: 1 | remaining: 256s    
step 00147 (14.6%) | loss: 3.469612 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,647 | mfu: 39.4% | epoch: 1 | remaining: 256s    
step 00148 (14.7%) | loss: 3.469280 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,755 | mfu: 39.2% | epoch: 1 | remaining: 255s    
