Attention backend: flash (cuda capability 9.0)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 0
  lm_head                 : 4,194,304
  transformer_matrices    : 25,165,824
  scalars                 : 16
  total                   : 33,554,448
Estimated FLOPs per token: 2.390753e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 6763ms | tok/sec: 77,518 | mfu: 1.9% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854701 | lrm: 1.00 | dt: 307ms | tok/sec: 1,707,647 | mfu: 41.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.443548 | lrm: 1.00 | dt: 308ms | tok/sec: 1,700,670 | mfu: 41.1% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.972681 | lrm: 1.00 | dt: 332ms | tok/sec: 1,578,724 | mfu: 38.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.578133 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,206 | mfu: 39.4% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.248273 | lrm: 1.00 | dt: 308ms | tok/sec: 1,703,158 | mfu: 41.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.997727 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,724 | mfu: 39.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.787719 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,739 | mfu: 39.4% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.608158 | lrm: 1.00 | dt: 314ms | tok/sec: 1,670,557 | mfu: 40.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.456534 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,742 | mfu: 39.7% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.326909 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,232 | mfu: 39.1% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.218961 | lrm: 1.00 | dt: 314ms | tok/sec: 1,671,952 | mfu: 40.4% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.122978 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,812 | mfu: 39.6% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.037564 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,896 | mfu: 38.8% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 5.965558 | lrm: 1.00 | dt: 313ms | tok/sec: 1,676,658 | mfu: 40.5% | epoch: 1 | remaining: 299s    
step 00096 (9.0%) | loss: 4.176922 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,282 | mfu: 39.4% | epoch: 1 | remaining: 273s    
step 00097 (9.2%) | loss: 4.159519 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,698 | mfu: 39.7% | epoch: 1 | remaining: 272s    
step 00098 (9.3%) | loss: 4.149630 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,787 | mfu: 39.7% | epoch: 1 | remaining: 272s    
step 00099 (9.4%) | loss: 4.136038 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,521 | mfu: 39.6% | epoch: 1 | remaining: 272s    
step 00100 (9.5%) | loss: 4.121766 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,658 | mfu: 39.6% | epoch: 1 | remaining: 271s    
step 00101 (9.6%) | loss: 4.104299 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,849 | mfu: 39.7% | epoch: 1 | remaining: 271s    
step 00102 (9.7%) | loss: 4.088704 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,315 | mfu: 39.6% | epoch: 1 | remaining: 271s    
step 00103 (9.8%) | loss: 4.075094 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,453 | mfu: 39.6% | epoch: 1 | remaining: 270s    
step 00104 (9.9%) | loss: 4.055784 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,729 | mfu: 39.7% | epoch: 1 | remaining: 270s    
step 00105 (10.0%) | loss: 4.044225 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,288 | mfu: 39.3% | epoch: 1 | remaining: 270s    
step 00106 (10.1%) | loss: 4.032134 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,977 | mfu: 39.7% | epoch: 1 | remaining: 269s    
step 00107 (10.2%) | loss: 4.016212 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,757 | mfu: 39.1% | epoch: 1 | remaining: 269s    
step 00108 (10.3%) | loss: 4.004364 | lrm: 1.00 | dt: 331ms | tok/sec: 1,582,495 | mfu: 38.2% | epoch: 1 | remaining: 269s    
step 00109 (10.4%) | loss: 3.986594 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,684 | mfu: 39.4% | epoch: 1 | remaining: 268s    
step 00110 (10.5%) | loss: 3.974378 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,878 | mfu: 39.6% | epoch: 1 | remaining: 268s    
step 00111 (10.7%) | loss: 3.964031 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,319 | mfu: 39.3% | epoch: 1 | remaining: 268s    
step 00112 (10.8%) | loss: 3.952970 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,304 | mfu: 39.7% | epoch: 1 | remaining: 267s    
step 00113 (10.9%) | loss: 3.937319 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,157 | mfu: 39.7% | epoch: 1 | remaining: 267s    
step 00114 (11.0%) | loss: 3.921848 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,697 | mfu: 39.7% | epoch: 1 | remaining: 267s    
step 00115 (11.1%) | loss: 3.915704 | lrm: 1.00 | dt: 318ms | tok/sec: 1,650,658 | mfu: 39.9% | epoch: 1 | remaining: 266s    
step 00116 (11.2%) | loss: 3.906082 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,679 | mfu: 39.5% | epoch: 1 | remaining: 266s    
step 00117 (11.3%) | loss: 3.898568 | lrm: 1.00 | dt: 344ms | tok/sec: 1,525,599 | mfu: 36.9% | epoch: 1 | remaining: 266s    
step 00118 (11.4%) | loss: 3.889348 | lrm: 1.00 | dt: 314ms | tok/sec: 1,669,087 | mfu: 40.3% | epoch: 1 | remaining: 265s    
step 00119 (11.5%) | loss: 3.878012 | lrm: 1.00 | dt: 318ms | tok/sec: 1,650,348 | mfu: 39.9% | epoch: 1 | remaining: 265s    
step 00120 (11.6%) | loss: 3.868869 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,574 | mfu: 38.8% | epoch: 1 | remaining: 265s    
step 00121 (11.7%) | loss: 3.855681 | lrm: 1.00 | dt: 314ms | tok/sec: 1,671,906 | mfu: 40.4% | epoch: 1 | remaining: 265s    
step 00122 (11.8%) | loss: 3.842019 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,367 | mfu: 39.7% | epoch: 1 | remaining: 264s    
step 00123 (11.9%) | loss: 3.831958 | lrm: 1.00 | dt: 325ms | tok/sec: 1,610,810 | mfu: 38.9% | epoch: 1 | remaining: 264s    
step 00124 (12.0%) | loss: 3.825141 | lrm: 1.00 | dt: 315ms | tok/sec: 1,665,284 | mfu: 40.2% | epoch: 1 | remaining: 264s    
step 00125 (12.1%) | loss: 3.817920 | lrm: 1.00 | dt: 318ms | tok/sec: 1,649,020 | mfu: 39.8% | epoch: 1 | remaining: 263s    
step 00126 (12.3%) | loss: 3.807502 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,449 | mfu: 38.8% | epoch: 1 | remaining: 263s    
step 00127 (12.4%) | loss: 3.800807 | lrm: 1.00 | dt: 315ms | tok/sec: 1,663,631 | mfu: 40.2% | epoch: 1 | remaining: 263s    
step 00128 (12.5%) | loss: 3.789524 | lrm: 1.00 | dt: 316ms | tok/sec: 1,656,990 | mfu: 40.0% | epoch: 1 | remaining: 262s    
step 00129 (12.6%) | loss: 3.779271 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,724 | mfu: 39.1% | epoch: 1 | remaining: 262s    
step 00130 (12.7%) | loss: 3.771555 | lrm: 1.00 | dt: 318ms | tok/sec: 1,650,627 | mfu: 39.9% | epoch: 1 | remaining: 262s    
step 00131 (12.8%) | loss: 3.763050 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,860 | mfu: 39.7% | epoch: 1 | remaining: 261s    
step 00132 (12.9%) | loss: 3.753848 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,579 | mfu: 39.1% | epoch: 1 | remaining: 261s    
step 00133 (13.0%) | loss: 3.744500 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,251 | mfu: 39.6% | epoch: 1 | remaining: 261s    
step 00134 (13.1%) | loss: 3.735869 | lrm: 1.00 | dt: 318ms | tok/sec: 1,649,561 | mfu: 39.9% | epoch: 1 | remaining: 260s    
step 00135 (13.2%) | loss: 3.730295 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,520 | mfu: 39.3% | epoch: 1 | remaining: 260s    
step 00136 (13.3%) | loss: 3.721412 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,428 | mfu: 39.5% | epoch: 1 | remaining: 260s    
step 00137 (13.4%) | loss: 3.715741 | lrm: 1.00 | dt: 313ms | tok/sec: 1,673,165 | mfu: 40.4% | epoch: 1 | remaining: 259s    
step 00138 (13.5%) | loss: 3.705023 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,188 | mfu: 39.2% | epoch: 1 | remaining: 259s    
step 00139 (13.6%) | loss: 3.694339 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,974 | mfu: 39.5% | epoch: 1 | remaining: 259s    
step 00140 (13.7%) | loss: 3.687869 | lrm: 1.00 | dt: 317ms | tok/sec: 1,653,067 | mfu: 39.9% | epoch: 1 | remaining: 258s    
step 00141 (13.9%) | loss: 3.680940 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,122 | mfu: 39.6% | epoch: 1 | remaining: 258s    
step 00142 (14.0%) | loss: 3.676476 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,445 | mfu: 39.4% | epoch: 1 | remaining: 258s    
step 00143 (14.1%) | loss: 3.671287 | lrm: 1.00 | dt: 317ms | tok/sec: 1,653,214 | mfu: 39.9% | epoch: 1 | remaining: 257s    
step 00144 (14.2%) | loss: 3.663750 | lrm: 1.00 | dt: 318ms | tok/sec: 1,651,262 | mfu: 39.9% | epoch: 1 | remaining: 257s    
step 00145 (14.3%) | loss: 3.658875 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,698 | mfu: 39.1% | epoch: 1 | remaining: 257s    
step 00146 (14.4%) | loss: 3.655853 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,876 | mfu: 39.7% | epoch: 1 | remaining: 257s    
step 00147 (14.5%) | loss: 3.654515 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,366 | mfu: 39.8% | epoch: 1 | remaining: 256s    
step 00148 (14.6%) | loss: 3.652443 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,355 | mfu: 39.4% | epoch: 1 | remaining: 256s    
step 00149 (14.7%) | loss: 3.647359 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,626 | mfu: 39.8% | epoch: 1 | remaining: 256s    
step 00150 (14.8%) | loss: 3.637586 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,279 | mfu: 39.6% | epoch: 1 | remaining: 255s    
step 00151 (14.9%) | loss: 3.633242 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,483 | mfu: 39.5% | epoch: 1 | remaining: 255s    
