Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Attention backend: flash (cuda capability 9.0)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 0
  lm_head                 : 4,194,304
  transformer_matrices    : 25,165,824
  scalars                 : 16
  total                   : 33,554,448
Estimated FLOPs per token: 2.390753e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 22218ms | tok/sec: 23,597 | mfu: 0.6% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854701 | lrm: 1.00 | dt: 306ms | tok/sec: 1,714,811 | mfu: 41.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.443549 | lrm: 1.00 | dt: 308ms | tok/sec: 1,700,068 | mfu: 41.1% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.972688 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,290 | mfu: 39.3% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.578145 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,247 | mfu: 39.1% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.248286 | lrm: 1.00 | dt: 313ms | tok/sec: 1,675,741 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.997736 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,425 | mfu: 39.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.787727 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,654 | mfu: 38.9% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.608166 | lrm: 1.00 | dt: 317ms | tok/sec: 1,655,726 | mfu: 40.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.456545 | lrm: 1.00 | dt: 314ms | tok/sec: 1,668,325 | mfu: 40.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.326920 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,570 | mfu: 39.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.218969 | lrm: 1.00 | dt: 316ms | tok/sec: 1,660,950 | mfu: 40.1% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.122982 | lrm: 1.00 | dt: 316ms | tok/sec: 1,660,394 | mfu: 40.1% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.037568 | lrm: 1.00 | dt: 340ms | tok/sec: 1,542,000 | mfu: 37.3% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 5.965567 | lrm: 1.00 | dt: 314ms | tok/sec: 1,668,505 | mfu: 40.3% | epoch: 1 | remaining: 299s    
step 00015 (0.4%) | loss: 5.900778 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,577 | mfu: 39.6% | epoch: 1 | remaining: 298s    
step 00036 (2.7%) | loss: 5.276297 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,639 | mfu: 39.5% | epoch: 1 | remaining: 292s    
step 00037 (2.8%) | loss: 5.257497 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,798 | mfu: 39.5% | epoch: 1 | remaining: 291s    
step 00038 (2.9%) | loss: 5.239155 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,602 | mfu: 39.7% | epoch: 1 | remaining: 291s    
step 00039 (3.0%) | loss: 5.221285 | lrm: 1.00 | dt: 317ms | tok/sec: 1,653,842 | mfu: 40.0% | epoch: 1 | remaining: 291s    
step 00040 (3.1%) | loss: 5.201133 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,291 | mfu: 39.5% | epoch: 1 | remaining: 290s    
step 00041 (3.2%) | loss: 5.182622 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,601 | mfu: 39.4% | epoch: 1 | remaining: 290s    
step 00042 (3.3%) | loss: 5.165452 | lrm: 1.00 | dt: 318ms | tok/sec: 1,647,470 | mfu: 39.8% | epoch: 1 | remaining: 290s    
step 00043 (3.4%) | loss: 5.144872 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,502 | mfu: 39.8% | epoch: 1 | remaining: 289s    
step 00044 (3.5%) | loss: 5.123507 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,372 | mfu: 39.3% | epoch: 1 | remaining: 289s    
step 00045 (3.6%) | loss: 5.104443 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,714 | mfu: 39.5% | epoch: 1 | remaining: 289s    
step 00046 (3.7%) | loss: 5.085560 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,174 | mfu: 39.7% | epoch: 1 | remaining: 288s    
step 00047 (3.8%) | loss: 5.059640 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,767 | mfu: 39.6% | epoch: 1 | remaining: 288s    
step 00048 (3.9%) | loss: 5.043894 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,759 | mfu: 39.6% | epoch: 1 | remaining: 288s    
step 00049 (4.1%) | loss: 5.022445 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,865 | mfu: 39.8% | epoch: 1 | remaining: 288s    
step 00050 (4.2%) | loss: 5.002069 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,728 | mfu: 39.5% | epoch: 1 | remaining: 287s    
step 00051 (4.3%) | loss: 4.984153 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,685 | mfu: 39.7% | epoch: 1 | remaining: 287s    
step 00052 (4.4%) | loss: 4.966930 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,897 | mfu: 39.6% | epoch: 1 | remaining: 287s    
step 00053 (4.5%) | loss: 4.949528 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,518 | mfu: 39.5% | epoch: 1 | remaining: 286s    
step 00054 (4.6%) | loss: 4.930559 | lrm: 1.00 | dt: 318ms | tok/sec: 1,647,189 | mfu: 39.8% | epoch: 1 | remaining: 286s    
step 00055 (4.7%) | loss: 4.912499 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,416 | mfu: 39.5% | epoch: 1 | remaining: 286s    
step 00056 (4.8%) | loss: 4.896928 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,292 | mfu: 39.8% | epoch: 1 | remaining: 285s    
step 00057 (4.9%) | loss: 4.881418 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,570 | mfu: 39.7% | epoch: 1 | remaining: 285s    
step 00058 (5.0%) | loss: 4.860249 | lrm: 1.00 | dt: 318ms | tok/sec: 1,647,512 | mfu: 39.8% | epoch: 1 | remaining: 285s    
step 00059 (5.1%) | loss: 4.844196 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,048 | mfu: 39.4% | epoch: 1 | remaining: 284s    
step 00060 (5.2%) | loss: 4.827128 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,324 | mfu: 39.7% | epoch: 1 | remaining: 284s    
step 00061 (5.3%) | loss: 4.807104 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,543 | mfu: 39.7% | epoch: 1 | remaining: 284s    
step 00062 (5.4%) | loss: 4.792675 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,158 | mfu: 39.3% | epoch: 1 | remaining: 283s    
step 00063 (5.5%) | loss: 4.773879 | lrm: 1.00 | dt: 317ms | tok/sec: 1,652,030 | mfu: 39.9% | epoch: 1 | remaining: 283s    
step 00064 (5.6%) | loss: 4.756510 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,155 | mfu: 39.5% | epoch: 1 | remaining: 283s    
step 00065 (5.8%) | loss: 4.736611 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,805 | mfu: 39.5% | epoch: 1 | remaining: 282s    
step 00066 (5.9%) | loss: 4.717138 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,324 | mfu: 39.8% | epoch: 1 | remaining: 282s    
step 00067 (6.0%) | loss: 4.699764 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,325 | mfu: 39.8% | epoch: 1 | remaining: 282s    
step 00068 (6.1%) | loss: 4.684491 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,238 | mfu: 39.5% | epoch: 1 | remaining: 281s    
step 00069 (6.2%) | loss: 4.666490 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,447 | mfu: 39.8% | epoch: 1 | remaining: 281s    
step 00070 (6.3%) | loss: 4.647996 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,000 | mfu: 39.7% | epoch: 1 | remaining: 281s    
step 00071 (6.4%) | loss: 4.634245 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,619 | mfu: 39.5% | epoch: 1 | remaining: 280s    
step 00072 (6.5%) | loss: 4.613359 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,220 | mfu: 39.5% | epoch: 1 | remaining: 280s    
step 00073 (6.6%) | loss: 4.590733 | lrm: 1.00 | dt: 318ms | tok/sec: 1,651,116 | mfu: 39.9% | epoch: 1 | remaining: 280s    
step 00074 (6.7%) | loss: 4.568823 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,092 | mfu: 39.5% | epoch: 1 | remaining: 280s    
step 00075 (6.8%) | loss: 4.552635 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,452 | mfu: 39.7% | epoch: 1 | remaining: 279s    
step 00076 (6.9%) | loss: 4.535763 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,759 | mfu: 39.7% | epoch: 1 | remaining: 279s    
step 00077 (7.0%) | loss: 4.516087 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,475 | mfu: 39.5% | epoch: 1 | remaining: 279s    
step 00078 (7.1%) | loss: 4.495224 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,655 | mfu: 39.3% | epoch: 1 | remaining: 278s    
step 00079 (7.2%) | loss: 4.477324 | lrm: 1.00 | dt: 317ms | tok/sec: 1,655,877 | mfu: 40.0% | epoch: 1 | remaining: 278s    
step 00080 (7.4%) | loss: 4.457369 | lrm: 1.00 | dt: 318ms | tok/sec: 1,648,254 | mfu: 39.8% | epoch: 1 | remaining: 278s    
step 00081 (7.5%) | loss: 4.436505 | lrm: 1.00 | dt: 323ms | tok/sec: 1,620,895 | mfu: 39.2% | epoch: 1 | remaining: 277s    
step 00082 (7.6%) | loss: 4.417520 | lrm: 1.00 | dt: 318ms | tok/sec: 1,649,768 | mfu: 39.9% | epoch: 1 | remaining: 277s    
step 00083 (7.7%) | loss: 4.398780 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,933 | mfu: 39.8% | epoch: 1 | remaining: 277s    
step 00084 (7.8%) | loss: 4.382421 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,131 | mfu: 39.7% | epoch: 1 | remaining: 276s    
step 00085 (7.9%) | loss: 4.366626 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,877 | mfu: 39.6% | epoch: 1 | remaining: 276s    
step 00086 (8.0%) | loss: 4.350137 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,575 | mfu: 39.6% | epoch: 1 | remaining: 276s    
step 00087 (8.1%) | loss: 4.333361 | lrm: 1.00 | dt: 321ms | tok/sec: 1,630,768 | mfu: 39.4% | epoch: 1 | remaining: 275s    
step 00088 (8.2%) | loss: 4.311328 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,436 | mfu: 39.6% | epoch: 1 | remaining: 275s    
step 00089 (8.3%) | loss: 4.290236 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,945 | mfu: 39.7% | epoch: 1 | remaining: 275s    
step 00090 (8.4%) | loss: 4.272755 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,994 | mfu: 39.5% | epoch: 1 | remaining: 274s    
step 00091 (8.5%) | loss: 4.253586 | lrm: 1.00 | dt: 318ms | tok/sec: 1,648,287 | mfu: 39.8% | epoch: 1 | remaining: 274s    
step 00092 (8.6%) | loss: 4.234074 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,817 | mfu: 39.8% | epoch: 1 | remaining: 274s    
step 00093 (8.7%) | loss: 4.221218 | lrm: 1.00 | dt: 318ms | tok/sec: 1,647,499 | mfu: 39.8% | epoch: 1 | remaining: 273s    
step 00094 (8.8%) | loss: 4.204494 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,424 | mfu: 39.8% | epoch: 1 | remaining: 273s    
step 00095 (9.0%) | loss: 4.191429 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,543 | mfu: 39.6% | epoch: 1 | remaining: 273s    
step 00096 (9.1%) | loss: 4.179466 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,736 | mfu: 39.2% | epoch: 1 | remaining: 273s    
step 00097 (9.2%) | loss: 4.162558 | lrm: 1.00 | dt: 317ms | tok/sec: 1,651,496 | mfu: 39.9% | epoch: 1 | remaining: 272s    
step 00098 (9.3%) | loss: 4.151167 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,577 | mfu: 39.3% | epoch: 1 | remaining: 272s    
step 00099 (9.4%) | loss: 4.134704 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,124 | mfu: 39.7% | epoch: 1 | remaining: 272s    
step 00100 (9.5%) | loss: 4.121248 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,144 | mfu: 39.7% | epoch: 1 | remaining: 271s    
step 00101 (9.6%) | loss: 4.105067 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,511 | mfu: 39.8% | epoch: 1 | remaining: 271s    
step 00102 (9.7%) | loss: 4.089737 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,746 | mfu: 39.7% | epoch: 1 | remaining: 271s    
step 00103 (9.8%) | loss: 4.076693 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,410 | mfu: 39.7% | epoch: 1 | remaining: 270s    
step 00104 (9.9%) | loss: 4.056525 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,736 | mfu: 39.4% | epoch: 1 | remaining: 270s    
step 00105 (10.0%) | loss: 4.043055 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,192 | mfu: 39.4% | epoch: 1 | remaining: 270s    
step 00106 (10.1%) | loss: 4.030269 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,900 | mfu: 39.6% | epoch: 1 | remaining: 269s    
step 00107 (10.2%) | loss: 4.015526 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,795 | mfu: 39.8% | epoch: 1 | remaining: 269s    
step 00108 (10.3%) | loss: 4.004249 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,459 | mfu: 39.7% | epoch: 1 | remaining: 269s    
step 00109 (10.4%) | loss: 3.985203 | lrm: 1.00 | dt: 321ms | tok/sec: 1,630,996 | mfu: 39.4% | epoch: 1 | remaining: 268s    
step 00110 (10.6%) | loss: 3.973186 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,187 | mfu: 39.5% | epoch: 1 | remaining: 268s    
step 00111 (10.7%) | loss: 3.962539 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,014 | mfu: 39.6% | epoch: 1 | remaining: 268s    
step 00112 (10.8%) | loss: 3.951564 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,445 | mfu: 39.6% | epoch: 1 | remaining: 267s    
step 00113 (10.9%) | loss: 3.938650 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,824 | mfu: 39.7% | epoch: 1 | remaining: 267s    
step 00114 (11.0%) | loss: 3.924196 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,011 | mfu: 39.7% | epoch: 1 | remaining: 267s    
step 00115 (11.1%) | loss: 3.915068 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,355 | mfu: 39.6% | epoch: 1 | remaining: 266s    
step 00116 (11.2%) | loss: 3.903423 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,221 | mfu: 39.5% | epoch: 1 | remaining: 266s    
step 00117 (11.3%) | loss: 3.896455 | lrm: 1.00 | dt: 322ms | tok/sec: 1,625,987 | mfu: 39.3% | epoch: 1 | remaining: 266s    
step 00118 (11.4%) | loss: 3.888567 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,386 | mfu: 39.6% | epoch: 1 | remaining: 265s    
step 00119 (11.5%) | loss: 3.875665 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,377 | mfu: 39.6% | epoch: 1 | remaining: 265s    
step 00120 (11.6%) | loss: 3.865844 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,218 | mfu: 39.8% | epoch: 1 | remaining: 265s    
step 00121 (11.7%) | loss: 3.853895 | lrm: 1.00 | dt: 317ms | tok/sec: 1,652,253 | mfu: 39.9% | epoch: 1 | remaining: 265s    
step 00122 (11.8%) | loss: 3.838955 | lrm: 1.00 | dt: 318ms | tok/sec: 1,648,679 | mfu: 39.8% | epoch: 1 | remaining: 264s    
step 00123 (11.9%) | loss: 3.829772 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,174 | mfu: 39.5% | epoch: 1 | remaining: 264s    
step 00124 (12.0%) | loss: 3.824190 | lrm: 1.00 | dt: 318ms | tok/sec: 1,650,168 | mfu: 39.9% | epoch: 1 | remaining: 264s    
step 00125 (12.1%) | loss: 3.817864 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,805 | mfu: 39.8% | epoch: 1 | remaining: 263s    
step 00126 (12.3%) | loss: 3.807268 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,430 | mfu: 39.5% | epoch: 1 | remaining: 263s    
step 00127 (12.4%) | loss: 3.801576 | lrm: 1.00 | dt: 318ms | tok/sec: 1,647,481 | mfu: 39.8% | epoch: 1 | remaining: 263s    
step 00128 (12.5%) | loss: 3.791671 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,759 | mfu: 39.7% | epoch: 1 | remaining: 262s    
step 00129 (12.6%) | loss: 3.780915 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,193 | mfu: 39.4% | epoch: 1 | remaining: 262s    
step 00130 (12.7%) | loss: 3.772475 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,772 | mfu: 39.8% | epoch: 1 | remaining: 262s    
step 00131 (12.8%) | loss: 3.765242 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,150 | mfu: 39.6% | epoch: 1 | remaining: 261s    
step 00132 (12.9%) | loss: 3.757644 | lrm: 1.00 | dt: 318ms | tok/sec: 1,647,086 | mfu: 39.8% | epoch: 1 | remaining: 261s    
step 00133 (13.0%) | loss: 3.747904 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,299 | mfu: 39.4% | epoch: 1 | remaining: 261s    
step 00134 (13.1%) | loss: 3.741674 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,343 | mfu: 39.4% | epoch: 1 | remaining: 260s    
step 00135 (13.2%) | loss: 3.736532 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,827 | mfu: 39.4% | epoch: 1 | remaining: 260s    
step 00136 (13.3%) | loss: 3.725839 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,124 | mfu: 39.6% | epoch: 1 | remaining: 260s    
step 00137 (13.4%) | loss: 3.719710 | lrm: 1.00 | dt: 318ms | tok/sec: 1,649,114 | mfu: 39.8% | epoch: 1 | remaining: 259s    
step 00138 (13.5%) | loss: 3.707353 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,655 | mfu: 39.4% | epoch: 1 | remaining: 259s    
step 00139 (13.6%) | loss: 3.697673 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,268 | mfu: 39.6% | epoch: 1 | remaining: 259s    
step 00140 (13.7%) | loss: 3.691755 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,688 | mfu: 39.6% | epoch: 1 | remaining: 258s    
step 00141 (13.9%) | loss: 3.685222 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,432 | mfu: 39.7% | epoch: 1 | remaining: 258s    
step 00142 (14.0%) | loss: 3.681354 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,350 | mfu: 39.5% | epoch: 1 | remaining: 258s    
step 00143 (14.1%) | loss: 3.676501 | lrm: 1.00 | dt: 316ms | tok/sec: 1,657,207 | mfu: 40.0% | epoch: 1 | remaining: 257s    
step 00144 (14.2%) | loss: 3.667950 | lrm: 1.00 | dt: 318ms | tok/sec: 1,649,938 | mfu: 39.9% | epoch: 1 | remaining: 257s    
step 00145 (14.3%) | loss: 3.662983 | lrm: 1.00 | dt: 320ms | tok/sec: 1,635,973 | mfu: 39.5% | epoch: 1 | remaining: 257s    
step 00146 (14.4%) | loss: 3.659759 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,959 | mfu: 39.7% | epoch: 1 | remaining: 257s    
step 00147 (14.5%) | loss: 3.656854 | lrm: 1.00 | dt: 317ms | tok/sec: 1,652,764 | mfu: 39.9% | epoch: 1 | remaining: 256s    
step 00148 (14.6%) | loss: 3.653971 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,711 | mfu: 39.7% | epoch: 1 | remaining: 256s    
