Attention backend: flash (cuda capability 9.0)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 8,388,608
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,080
  scalars                 : 16
  total                   : 41,943,312
Estimated FLOPs per token: 2.390769e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 32335ms | tok/sec: 16,214 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854699 | lrm: 1.00 | dt: 311ms | tok/sec: 1,683,661 | mfu: 40.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.442992 | lrm: 1.00 | dt: 312ms | tok/sec: 1,678,390 | mfu: 40.6% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.972223 | lrm: 1.00 | dt: 377ms | tok/sec: 1,391,291 | mfu: 33.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.580345 | lrm: 1.00 | dt: 335ms | tok/sec: 1,565,439 | mfu: 37.8% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.250301 | lrm: 1.00 | dt: 316ms | tok/sec: 1,661,014 | mfu: 40.1% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.999631 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,949 | mfu: 39.3% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.789232 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,424 | mfu: 38.9% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.609339 | lrm: 1.00 | dt: 318ms | tok/sec: 1,649,548 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.457501 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,873 | mfu: 39.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.327699 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,066 | mfu: 39.1% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.219511 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,954 | mfu: 39.8% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.123297 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,219 | mfu: 39.4% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.037604 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,387 | mfu: 39.1% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 5.965362 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,374 | mfu: 39.6% | epoch: 1 | remaining: 299s    
step 00033 (2.4%) | loss: 5.284567 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,397 | mfu: 39.3% | epoch: 1 | remaining: 293s    
step 00034 (2.5%) | loss: 5.256339 | lrm: 1.00 | dt: 325ms | tok/sec: 1,610,974 | mfu: 38.9% | epoch: 1 | remaining: 292s    
step 00035 (2.6%) | loss: 5.232156 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,467 | mfu: 38.9% | epoch: 1 | remaining: 292s    
step 00036 (2.7%) | loss: 5.208060 | lrm: 1.00 | dt: 490ms | tok/sec: 1,069,837 | mfu: 25.8% | epoch: 1 | remaining: 291s    
step 00037 (2.9%) | loss: 5.183861 | lrm: 1.00 | dt: 331ms | tok/sec: 1,581,643 | mfu: 38.2% | epoch: 1 | remaining: 291s    
step 00038 (3.0%) | loss: 5.158401 | lrm: 1.00 | dt: 318ms | tok/sec: 1,649,058 | mfu: 39.8% | epoch: 1 | remaining: 291s    
step 00039 (3.1%) | loss: 5.133684 | lrm: 1.00 | dt: 332ms | tok/sec: 1,579,839 | mfu: 38.2% | epoch: 1 | remaining: 290s    
step 00040 (3.2%) | loss: 5.109656 | lrm: 1.00 | dt: 346ms | tok/sec: 1,515,030 | mfu: 36.6% | epoch: 1 | remaining: 290s    
step 00041 (3.3%) | loss: 5.086224 | lrm: 1.00 | dt: 370ms | tok/sec: 1,418,748 | mfu: 34.3% | epoch: 1 | remaining: 290s    
step 00042 (3.4%) | loss: 5.061474 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,600 | mfu: 39.3% | epoch: 1 | remaining: 289s    
step 00043 (3.5%) | loss: 5.035505 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,820 | mfu: 38.7% | epoch: 1 | remaining: 289s    
step 00044 (3.6%) | loss: 5.010914 | lrm: 1.00 | dt: 336ms | tok/sec: 1,560,859 | mfu: 37.7% | epoch: 1 | remaining: 289s    
step 00045 (3.7%) | loss: 4.986198 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,676 | mfu: 39.8% | epoch: 1 | remaining: 288s    
step 00046 (3.9%) | loss: 4.960343 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,655 | mfu: 39.5% | epoch: 1 | remaining: 288s    
step 00047 (4.0%) | loss: 4.928341 | lrm: 1.00 | dt: 332ms | tok/sec: 1,578,711 | mfu: 38.1% | epoch: 1 | remaining: 288s    
step 00048 (4.1%) | loss: 4.908333 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,782 | mfu: 39.2% | epoch: 1 | remaining: 287s    
step 00049 (4.2%) | loss: 4.881498 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,288 | mfu: 39.2% | epoch: 1 | remaining: 287s    
step 00050 (4.3%) | loss: 4.854895 | lrm: 1.00 | dt: 330ms | tok/sec: 1,588,409 | mfu: 38.4% | epoch: 1 | remaining: 287s    
step 00051 (4.4%) | loss: 4.830845 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,215 | mfu: 39.2% | epoch: 1 | remaining: 286s    
step 00052 (4.5%) | loss: 4.805659 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,465 | mfu: 39.2% | epoch: 1 | remaining: 286s    
step 00053 (4.6%) | loss: 4.780936 | lrm: 1.00 | dt: 329ms | tok/sec: 1,592,914 | mfu: 38.5% | epoch: 1 | remaining: 286s    
step 00054 (4.7%) | loss: 4.756684 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,177 | mfu: 39.0% | epoch: 1 | remaining: 286s    
step 00055 (4.8%) | loss: 4.732850 | lrm: 1.00 | dt: 317ms | tok/sec: 1,655,139 | mfu: 40.0% | epoch: 1 | remaining: 285s    
step 00056 (4.9%) | loss: 4.712301 | lrm: 1.00 | dt: 330ms | tok/sec: 1,588,708 | mfu: 38.4% | epoch: 1 | remaining: 285s    
step 00057 (5.0%) | loss: 4.690742 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,375 | mfu: 39.2% | epoch: 1 | remaining: 285s    
step 00058 (5.2%) | loss: 4.662874 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,305 | mfu: 39.5% | epoch: 1 | remaining: 284s    
step 00059 (5.3%) | loss: 4.640923 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,544 | mfu: 39.2% | epoch: 1 | remaining: 284s    
step 00060 (5.4%) | loss: 4.619543 | lrm: 1.00 | dt: 329ms | tok/sec: 1,592,839 | mfu: 38.5% | epoch: 1 | remaining: 284s    
step 00061 (5.5%) | loss: 4.594220 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,240 | mfu: 39.5% | epoch: 1 | remaining: 283s    
step 00062 (5.6%) | loss: 4.571552 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,896 | mfu: 38.8% | epoch: 1 | remaining: 283s    
step 00063 (5.7%) | loss: 4.545843 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,293 | mfu: 38.9% | epoch: 1 | remaining: 283s    
step 00064 (5.8%) | loss: 4.521068 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,506 | mfu: 39.0% | epoch: 1 | remaining: 282s    
step 00065 (5.9%) | loss: 4.491969 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,682 | mfu: 38.9% | epoch: 1 | remaining: 282s    
step 00066 (6.0%) | loss: 4.466694 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,989 | mfu: 39.2% | epoch: 1 | remaining: 282s    
step 00067 (6.1%) | loss: 4.443157 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,667 | mfu: 39.8% | epoch: 1 | remaining: 281s    
step 00068 (6.2%) | loss: 4.421388 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,650 | mfu: 39.2% | epoch: 1 | remaining: 281s    
step 00069 (6.3%) | loss: 4.398222 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,531 | mfu: 38.6% | epoch: 1 | remaining: 281s    
step 00070 (6.5%) | loss: 4.374557 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,641 | mfu: 39.0% | epoch: 1 | remaining: 280s    
step 00071 (6.6%) | loss: 4.355828 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,935 | mfu: 39.1% | epoch: 1 | remaining: 280s    
step 00072 (6.7%) | loss: 4.330202 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,215 | mfu: 38.9% | epoch: 1 | remaining: 280s    
step 00073 (6.8%) | loss: 4.301575 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,589 | mfu: 39.2% | epoch: 1 | remaining: 279s    
step 00074 (6.9%) | loss: 4.276834 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,402 | mfu: 39.3% | epoch: 1 | remaining: 279s    
step 00075 (7.0%) | loss: 4.258524 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,989 | mfu: 39.1% | epoch: 1 | remaining: 279s    
step 00076 (7.1%) | loss: 4.237626 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,868 | mfu: 38.8% | epoch: 1 | remaining: 278s    
step 00077 (7.2%) | loss: 4.217265 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,548 | mfu: 38.8% | epoch: 1 | remaining: 278s    
step 00078 (7.3%) | loss: 4.192027 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,391 | mfu: 39.3% | epoch: 1 | remaining: 278s    
step 00079 (7.4%) | loss: 4.170839 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,101 | mfu: 39.2% | epoch: 1 | remaining: 277s    
step 00080 (7.5%) | loss: 4.150375 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,398 | mfu: 39.4% | epoch: 1 | remaining: 277s    
step 00081 (7.6%) | loss: 4.128236 | lrm: 1.00 | dt: 323ms | tok/sec: 1,620,803 | mfu: 39.2% | epoch: 1 | remaining: 277s    
step 00082 (7.7%) | loss: 4.106889 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,180 | mfu: 38.6% | epoch: 1 | remaining: 276s    
step 00083 (7.9%) | loss: 4.084730 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,853 | mfu: 39.3% | epoch: 1 | remaining: 276s    
step 00084 (8.0%) | loss: 4.066458 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,698 | mfu: 39.3% | epoch: 1 | remaining: 276s    
step 00085 (8.1%) | loss: 4.052561 | lrm: 1.00 | dt: 331ms | tok/sec: 1,585,911 | mfu: 38.3% | epoch: 1 | remaining: 275s    
step 00086 (8.2%) | loss: 4.033883 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,199 | mfu: 38.8% | epoch: 1 | remaining: 275s    
step 00087 (8.3%) | loss: 4.015318 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,883 | mfu: 39.3% | epoch: 1 | remaining: 275s    
step 00088 (8.4%) | loss: 3.995941 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,422 | mfu: 38.7% | epoch: 1 | remaining: 274s    
step 00089 (8.5%) | loss: 3.976650 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,052 | mfu: 39.0% | epoch: 1 | remaining: 274s    
step 00090 (8.6%) | loss: 3.962592 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,024 | mfu: 39.4% | epoch: 1 | remaining: 274s    
step 00091 (8.7%) | loss: 3.944731 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,451 | mfu: 39.2% | epoch: 1 | remaining: 274s    
step 00092 (8.8%) | loss: 3.926979 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,793 | mfu: 39.4% | epoch: 1 | remaining: 273s    
step 00093 (8.9%) | loss: 3.914619 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,723 | mfu: 39.2% | epoch: 1 | remaining: 273s    
step 00094 (9.0%) | loss: 3.899272 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,483 | mfu: 39.0% | epoch: 1 | remaining: 273s    
step 00095 (9.2%) | loss: 3.887037 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,503 | mfu: 39.3% | epoch: 1 | remaining: 272s    
step 00096 (9.3%) | loss: 3.876644 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,517 | mfu: 39.2% | epoch: 1 | remaining: 272s    
step 00097 (9.4%) | loss: 3.859901 | lrm: 1.00 | dt: 327ms | tok/sec: 1,600,884 | mfu: 38.7% | epoch: 1 | remaining: 272s    
step 00098 (9.5%) | loss: 3.848256 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,721 | mfu: 38.8% | epoch: 1 | remaining: 271s    
step 00099 (9.6%) | loss: 3.834423 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,377 | mfu: 39.4% | epoch: 1 | remaining: 271s    
step 00100 (9.7%) | loss: 3.824085 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,452 | mfu: 39.7% | epoch: 1 | remaining: 271s    
step 00101 (9.8%) | loss: 3.808614 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,777 | mfu: 39.2% | epoch: 1 | remaining: 270s    
step 00102 (9.9%) | loss: 3.795933 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,829 | mfu: 38.6% | epoch: 1 | remaining: 270s    
step 00103 (10.0%) | loss: 3.786998 | lrm: 1.00 | dt: 323ms | tok/sec: 1,620,989 | mfu: 39.2% | epoch: 1 | remaining: 270s    
step 00104 (10.1%) | loss: 3.768402 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,638 | mfu: 39.2% | epoch: 1 | remaining: 269s    
step 00105 (10.2%) | loss: 3.760242 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,430 | mfu: 39.4% | epoch: 1 | remaining: 269s    
step 00106 (10.3%) | loss: 3.750792 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,328 | mfu: 38.9% | epoch: 1 | remaining: 269s    
step 00107 (10.4%) | loss: 3.737236 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,260 | mfu: 38.6% | epoch: 1 | remaining: 268s    
step 00108 (10.6%) | loss: 3.729478 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,128 | mfu: 39.2% | epoch: 1 | remaining: 268s    
step 00109 (10.7%) | loss: 3.715062 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,455 | mfu: 39.7% | epoch: 1 | remaining: 268s    
step 00110 (10.8%) | loss: 3.707525 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,392 | mfu: 38.9% | epoch: 1 | remaining: 267s    
step 00111 (10.9%) | loss: 3.701294 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,055 | mfu: 39.0% | epoch: 1 | remaining: 267s    
step 00112 (11.0%) | loss: 3.694690 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,561 | mfu: 39.1% | epoch: 1 | remaining: 267s    
step 00113 (11.1%) | loss: 3.685502 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,768 | mfu: 39.1% | epoch: 1 | remaining: 266s    
step 00114 (11.2%) | loss: 3.674498 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,729 | mfu: 39.0% | epoch: 1 | remaining: 266s    
step 00115 (11.3%) | loss: 3.669617 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,687 | mfu: 38.8% | epoch: 1 | remaining: 266s    
step 00116 (11.4%) | loss: 3.661753 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,657 | mfu: 38.9% | epoch: 1 | remaining: 265s    
step 00117 (11.5%) | loss: 3.657705 | lrm: 1.00 | dt: 350ms | tok/sec: 1,495,858 | mfu: 36.1% | epoch: 1 | remaining: 265s    
step 00118 (11.6%) | loss: 3.653040 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,765 | mfu: 39.0% | epoch: 1 | remaining: 265s    
step 00119 (11.8%) | loss: 3.644085 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,690 | mfu: 39.0% | epoch: 1 | remaining: 264s    
step 00120 (11.9%) | loss: 3.639697 | lrm: 1.00 | dt: 329ms | tok/sec: 1,591,540 | mfu: 38.5% | epoch: 1 | remaining: 264s    
step 00121 (12.0%) | loss: 3.631966 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,501 | mfu: 39.1% | epoch: 1 | remaining: 264s    
step 00122 (12.1%) | loss: 3.620893 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,107 | mfu: 39.0% | epoch: 1 | remaining: 263s    
step 00123 (12.2%) | loss: 3.614360 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,631 | mfu: 38.7% | epoch: 1 | remaining: 263s    
step 00124 (12.3%) | loss: 3.611600 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,886 | mfu: 39.1% | epoch: 1 | remaining: 263s    
step 00125 (12.4%) | loss: 3.607118 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,134 | mfu: 38.9% | epoch: 1 | remaining: 262s    
step 00126 (12.5%) | loss: 3.600326 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,564 | mfu: 39.0% | epoch: 1 | remaining: 262s    
step 00127 (12.6%) | loss: 3.599410 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,796 | mfu: 39.1% | epoch: 1 | remaining: 262s    
step 00128 (12.7%) | loss: 3.593717 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,585 | mfu: 38.6% | epoch: 1 | remaining: 261s    
step 00129 (12.8%) | loss: 3.584931 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,444 | mfu: 39.0% | epoch: 1 | remaining: 261s    
step 00130 (13.0%) | loss: 3.579916 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,947 | mfu: 39.6% | epoch: 1 | remaining: 261s    
step 00131 (13.1%) | loss: 3.574145 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,954 | mfu: 39.1% | epoch: 1 | remaining: 261s    
step 00132 (13.2%) | loss: 3.569901 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,517 | mfu: 38.8% | epoch: 1 | remaining: 260s    
step 00133 (13.3%) | loss: 3.564120 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,298 | mfu: 39.4% | epoch: 1 | remaining: 260s    
step 00134 (13.4%) | loss: 3.558282 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,022 | mfu: 39.3% | epoch: 1 | remaining: 260s    
step 00135 (13.5%) | loss: 3.554957 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,076 | mfu: 39.2% | epoch: 1 | remaining: 259s    
step 00136 (13.6%) | loss: 3.548013 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,554 | mfu: 39.3% | epoch: 1 | remaining: 259s    
step 00137 (13.7%) | loss: 3.544313 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,148 | mfu: 38.8% | epoch: 1 | remaining: 259s    
step 00138 (13.8%) | loss: 3.533890 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,722 | mfu: 38.8% | epoch: 1 | remaining: 258s    
step 00139 (13.9%) | loss: 3.524918 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,276 | mfu: 39.5% | epoch: 1 | remaining: 258s    
step 00140 (14.0%) | loss: 3.519750 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,884 | mfu: 39.5% | epoch: 1 | remaining: 258s    
step 00141 (14.1%) | loss: 3.514904 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,778 | mfu: 39.1% | epoch: 1 | remaining: 257s    
step 00142 (14.2%) | loss: 3.512416 | lrm: 1.00 | dt: 352ms | tok/sec: 1,489,565 | mfu: 36.0% | epoch: 1 | remaining: 257s    
step 00143 (14.4%) | loss: 3.510429 | lrm: 1.00 | dt: 316ms | tok/sec: 1,658,911 | mfu: 40.1% | epoch: 1 | remaining: 257s    
step 00144 (14.5%) | loss: 3.504213 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,938 | mfu: 38.9% | epoch: 1 | remaining: 256s    
step 00145 (14.6%) | loss: 3.502011 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,702 | mfu: 38.6% | epoch: 1 | remaining: 256s    
step 00146 (14.7%) | loss: 3.500257 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,325 | mfu: 39.3% | epoch: 1 | remaining: 256s    
step 00147 (14.8%) | loss: 3.499631 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,927 | mfu: 39.1% | epoch: 1 | remaining: 255s    
step 00148 (14.9%) | loss: 3.499599 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,224 | mfu: 39.0% | epoch: 1 | remaining: 255s    
step 00149 (15.0%) | loss: 3.497276 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,475 | mfu: 39.2% | epoch: 1 | remaining: 255s    
step 00150 (15.1%) | loss: 3.490063 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,803 | mfu: 39.0% | epoch: 1 | remaining: 254s    
